도서명,저자,출판사,발행연도,대출횟수,카테고리,저자소개,책소개
아몬드,손원평,창비,년 월 일,31,소설시희곡,"['태어났다', '서강대', '사회학', '철학', '공부', '했고', '영화아카데미', '영화', '영화', '연출', '전공', '씨', '영화', '평론', '받았고', '과학기술', '창작', '문예', '공모', '믿어', '요로', '시나리오', '시놉시스', '부문', '수상했다', '정이', '안', '가는', '의미', '단편영화', '각본', '쓰고', '연출', '첫', '장편소설', '아몬드', '창비', '청소년', '문학상', '수상하여', '등단', '두', '번째', '장편소설', '서른', '반격', '주', '평화', '문학상', '아몬드', '서른', '반격', '일본', '서점', '대상', '수상했다', '장편소설', '프리즘', '소설', '집', '집']","['공감', '불능', '사회', '차가', '움', '녹이는', '아몬드', '매혹', '문체', '독특한', '캐릭터', '속', '도감', '넘치는', '전개', '고통', '공감', '능력', '깨우치게', '강력한', '소설', '영화', '강렬하고', '드라마', '팽팽', '완전히', '새로운', '소설', '나타났다', '감정', '느끼지', '못', '소년', '특별한', '성장', '이야기', '첫', '장', '강렬한', '사건', '시작', '페이지', '궁금해지게', '만드는', '흡입', '력', '강한', '작품', '감정', '무감각', '해진', '공감', '불능', '시대', '큰', '울림', '주는', '소설', '작품', '속', '인물', '관계', '맺고', '슬픔', '공감', '하며', '성장해', '나가는', '과정', '탁월하게', '묘사', '영화', '펼쳐지는', '극적', '사건', '매혹', '문체', '독자', '단숨', '사로잡을', '완득이', '위저드', '베이커리', '잇는', '창비', '청소년', '문학상', '수상작', '아몬드', '주인공', '윤재', '감정', '느끼는', '데', '어려움', '겪는', '독특한', '캐릭터', '말', '행동', '이면', '읽어', '내지', '못', '공포', '분노', '잘', '느끼지', '못', '윤재', '평범하게', '살아가려고', '버텨', '오고', '에게서', '남', '웃으면', '웃고', '호의', '보이', '면', '고맙다고', '말', '식', '주입', '식', '감정', '교육', '받기도', '곧이곧대로', '보는', '괴물', '이라고', '손가락질', '받던', '윤재', '날', '비극', '사건', '맡아', '가족', '잃게', '되면서', '홀로', '남는다', '모든', '잃었다고', '하던', '윤재', '곁', '새로운', '인연', '다가온다', '두운', '상처', '간직', '곤', '반대', '맑은', '감성', '지닌', '도라', '윤재', '돕고', '싶어', '심', '박사', '그러한', '인물', '윤재', '사이', '펼쳐지는', '이야기', '감정', '이해', '한다는', '어려운지', '그럼에도', '소중한', '일인', '지', '다시', '보게', '상실', '애도', '감정', '보듬을', '여유', '잃어버린', '채', '독자', '윤재', '응원', '마음', '되돌아볼', '기회', '얻을', '윤재', '덤덤한', '어조', '역설', '읽는', '이의', '더욱', '슬프게', '미며', '독자', '작품', '깊고', '진실한', '감정', '고양', '경험', '있을']"
파친코  세트,이민진 이미정,문학사상,년 월 일,31,소설시희곡,"['세계', '뜨거운', '관심', '사랑', '받고', '계', '미국인', '소설가', '경계', '으로서의', '날카로운', '시선', '공감', '바탕', '통찰', '력', '복잡다단한', '역사', '본질', '포착', '하며', '제인', '오스틴', '조지', '엘리엇', '잇는', '작가', '찬사', '속', '세계', '작가', '발돋움', '태어난', '작가', '가족', '미국', '뉴욕', '건너갔다', '일대', '역사학', '공부', '후', '조지타운', '대학교', '로스쿨', '졸업', '변호사', '했으나', '건강', '문제', '그만두게', '되면서', '오랜', '꿈이었던', '글쓰기', '시작', '단편소설', '발표', '하며', '주목', '받기', '시작', '했고', '미국', '이민자', '이야기', '담은', '첫', '장편소설', '백만장자', '위', '공짜', '음식', '작가', '로서', '이름', '알렸다도', '번째', '장편소설', '파친코', '작가', '역사학', '학생', '이었던', '자이니치', '라', '불리는', '재일조선인', '이야기', '써야겠다고', '결심', '후', '출', '간', '되기까지', '가까운', '세월', '혼신', '노력', '기울여', '집필', '대작', '일본', '계', '미국인', '남편', '연간', '일본', '머물며', '방대하고', '치밀한', '조사', '취재', '끝', '이야기', '완성', '대에', '걸친', '가족사', '일제강점기', '전쟁', '일본', '버블경제', '이르', '기', '까지의', '역사', '흐름', '속', '다룬', '책', '출', '간', '미국', '사회', '큰', '반향', '일으켰다', '뉴욕타임스', '투데이', '아마존', '개', '넘는', '주요', '매체', '앞', '다투어', '책', '선정', '했고', '미도', '서', '최종', '후보', '올랐다', '개국', '번역', '출', '간되', '며', '세계', '베스트셀러', '오른', '파친코', '새로운', '역사', '써', '나가고', '이민', '진', '작가', '뉴욕', '거주', '하며', '한국인', '디아스포라', '부작', '완결', '될', '세', '번째', '장편소설', '집필', '몰두하고']","['상품', '데', '서', '구성', '상품', '낱개', '반품', '불가', '도서', '파친코', '이민', '진', '이미', '정', '역', '문학', '사상', '도서', '파친코', '이민', '진', '이미', '정', '역', '문학', '사상', '에도', '속', '못', '했던', '자이니치', '도전', '생존', '역사', '파친코', '역사', '망쳐놨지만', '상관없다', '강렬한', '문장', '시작', '소설', '파친코', '국', '면서', '끝내', '이방인', '밖에', '없었던', '자이니치', '재일', '동포', '처절한', '생애', '깊이', '필체', '담아', '낸', '작가', '이민', '진의', '혼', '담긴', '수작', '계', '세인', '미국', '작가', '이민', '진', '자이니치', '재일', '동포', '존재', '접', '대학생', '이었던', '일본', '자이니치', '만났던', '개신교', '선교사', '강연', '들은', '계기', '되었다', '상승', '욕구', '강한', '재미동포', '달리', '많은', '자이니치', '일본', '사회', '경제', '사다리', '아래쪽', '신음', '있다는', '알', '게', '이민', '진', '자이니치', '관해', '관심', '게', '되었다', '일본', '직접', '만난', '자이니치', '복잡하고도', '광활한', '겸허', '해진', '이민', '진', '써', '온', '원고', '버리고', '책', '다시', '쓰기', '시작', '정체', '성과', '가치', '관', '작가', '치열한', '일제강점기', '연대', '까지를', '시대', '배경', '하여', '부산', '영도', '기형', '훈', '딸', '순자', '순자', '일본', '건너가', '낳은', '아들', '노아', '모자', '모자', '수의', '아들', '솔로몬', '이르는', '대에', '걸친', '핏줄', '역사', '탄생', '시켰다', '이민', '진', '치열한', '역사', '고향', '타', '향', '개인', '정체', '성', '이란', '인지', '질문', '질문', '현란한', '문체', '행간', '의미', '함축', '하며', '담담하게', '풀어', '나가는', '서사', '녹아', '전해진다']"
채식주의자,한강,창비,년 월 일,25,소설시희곡,"['늦은', '태어났다', '연세대', '국문과', '졸업', '뒤', '문학', '사회', '시를', '발표', '이듬해', '신문', '신춘문예', '단편소설', '붉은', '닻', '당선', '되어', '작품', '활동', '시작', '장편소설', '검은', '사슴', '그대', '차가운', '손', '채식주의자', '바람', '분다', '가라', '희랍어', '소년', '온다', '소설', '집', '여수', '사랑', '열매', '노랑', '무늬', '영원', '시집', '서랍', '저녁', '넣어', '두었다', '만해문학상', '황순원문학상', '동리', '문학상', '이상문학상', '젊은', '예술가', '소설', '문학상', '수상했다', '한편', '출', '간', '채식주의자', '판', '출', '간', '대한', '호평', '기사', '뉴욕타임스', '여러', '언론', '소개', '되고', '맨', '부', '커', '인터내셔널', '수상하며', '폭력', '성과', '존엄', '질문', '던지는', '한강', '작품', '대한', '국내외', '관심', '높아지고', '만해문학상', '수상작', '소년', '온다의', '해외', '번역', '판권', '개국', '팔리며', '국문학', '활기', '해주고']","['인터내셔널', '부', '커', '산클레멘테', '문학상', '수상', '작전', '세계', '주목', '한강', '역작', '다시', '만나다', '인터내셔널', '부', '커', '수상하며', '국문학', '입지', '단계', '확장', '시킨', '한강', '장편소설', '채식주의자', '만에', '새로운', '장정', '선보인다', '상처', '받은', '영혼', '고통', '식물', '상상력', '강렬한', '결합', '정교한', '구성', '흡인', '력', '문체', '보여주는', '작품', '섬뜩한', '아름다', '움', '미학', '한강', '만의', '방식', '완성', '역작', '탄탄하고', '정교하며', '충격', '작품', '독자', '마음', '아마도', '꿈', '오래도록', '머물', '이라는', '평', '받으며', '인터내셔널', '부', '커', '수상했던', '채식주의자', '미국', '문학계', '파문', '일으키면서도', '독자', '공명', '보인다', '뉴욕타임스', '놀라울', '아름다운', '산문', '믿을', '없을', '폭력', '내용', '조합', '충격', '가디언', '크라는', '해외', '서평', '받았고', '스페인', '산클레멘테', '문학상', '받는', '세계', '뜨거운', '반응', '일으켰다', '국내', '부', '가까이', '판매', '되었다', '채식주의자', '날', '육식', '거부', '하며', '가족', '갈등', '빚기', '시작', '영혜', '중심', '인물', '등장', '장편소설', '소설', '영혜', '둘러싼', '세', '인물', '남편', '형부', '시선', '서술', '되며', '영혜', '단', '번', '주도', '화', '위치', '얻지', '못', '가족', '이름', '자행', '가부장', '폭력', '폭력', '저항', '하며', '금식', '동물성', '벗어던지고', '나무', '되고자', '영혜', '보여주는', '식물', '상상력', '경지', '모든', '세대', '독자', '아우르며', '크나큰', '공명', '이루어', '낼']"
불편한 편의점,김호연,나무옆의자,년 월 일,23,소설시희곡,"['영화', '만화', '소설', '넘나', '들며', '온갖', '이야기', '써', '나가는', '천후', '스토리', '텔러', '생', '고려대학교', '인문', '대학', '국어', '국문학', '졸업', '첫', '직장인', '영화사', '공동', '작업', '시나리오', '이중간첩', '영화', '화', '되며', '시나리오', '작가', '되었다', '두', '번째', '직장인', '출판사', '만화', '기획', '자로', '하며', '쓴', '실험', '지대', '부천', '만화', '스토리', '공모전', '대상', '수상하며', '만화', '스토리', '작가', '되었다', '같은', '출판사', '소설', '편집자', '남', '소설', '만지다가', '급기야', '전업', '작가', '나섰다', '젊은', '날', '닥치는', '글쓰기', '실천', '하던', '장편소설', '망원동', '브라더스', '세계문학', '우수상', '수상하며', '소설가', '되었다', '장편소설', '망원동', '브라더스', '연적', '고스트', '라이터', '스', '파우', '스터', '산문', '집', '쓰고', '다시', '쓰고', '끝', '씁니다를', '펴냈고', '영화', '이중간첩', '태양', '쏴라', '시나리오', '남한', '산성', '기획', '참여', '망원동', '브라더스', '동네', '이야기', '시즌', '불편한', '편의점', '출', '간']","['최고', '재미', '감동', '선사', '힐링', '소설', '원조', '주요', '서점', '종합', '베스트셀러', '위', '국립', '중앙', '도서관', '책', '전국', '개', '도시', '책', '해외', '개국', '판권', '수출', '연극', '불편한', '편의점', '절찬', '상연', '불편한데', '자꾸', '가고', '싶은', '편의점', '힘들게', '낸', '위로', '편의점', '밤', '정체', '불명', '알바로', '시작', '웃음', '감동', '나비효과', '망원동', '브라더스', '김호연', '동네', '이야기', '시즌', '세계문학', '우수상', '수상작', '망원동', '브라더스', '데뷔', '후', '일상', '현실', '위트', '있게', '그린', '경쾌한', '작품', '내밀한', '욕망', '기발한', '상상력', '풀어', '낸', '스릴러', '장르', '오가며', '독자', '작품', '세계', '쌓아', '올린', '작가', '김호연', '번째', '장편소설', '불편한', '편의점', '출', '간', '되었다', '불편한', '편의점', '청파동', '골목', '모퉁이', '자리', '잡은', '작은', '편의점', '무대', '힘겨운', '시대', '살아가는', '이웃', '삶', '속', '희로애락', '따뜻하고', '유머러스하게', '담아', '낸', '작품', '망원동', '브라더스', '망원동', '이라는', '공간', '체험', '지리지를', '잘', '활용', '유쾌한', '재미', '공감', '이끌이어', '냈듯', '오래된', '동네', '청파동', '대한', '공감각', '생생하게', '포착', '흥미진진', '동네', '이야기', '탄생', '시켰다', '서울역', '노숙인', '생활', '하던', '독고', '날', '대', '여성', '지갑', '주워', '준', '인연', '그녀', '운영', '편의점', '야간', '아르바이트', '이야기', '시작', '된다', '덩', '치가', '곰', '같은', '사내', '알코올', '성', '치매', '과거', '기억', '못', '데', '말', '어눌하고', '행동', '굼떠', '손님', '제대로', '있을까', '구심', '갖게', '웬걸', '의외로', '꽤', '잘', '해낼', '뿐', '아니라', '주변', '묘', '사로잡으면서', '편의점', '밤', '지키는', '든든한', '일꾼', '되어', '간다', '현', '실감', '넘치는', '캐릭터', '간의', '상호작용', '점', '입가', '경', '형상', '화하는', '데', '일가견', '작가', '작품', '답', '게', '소설', '에서도', '독특한', '개성', '사연', '지닌', '인물', '차례', '등장', '서로', '티격태격하', '며', '별난', '관계', '형성', '간다', '고등학교', '역사', '가르치다', '정년', '퇴', '임하여', '매사', '교사', '본능', '발동', '편의점', '사장', '염', '여사', '필', '두', '대', '취준생', '알바', '시', '현', '대', '생계', '형', '알바', '여사', '밤', '야외', '테이블', '참깨', '라면', '참치', '김밥', '참이슬', '세트', '혼술', '하며', '스트레스', '푸는', '회사원', '경만', '이라는', '각오', '청파동', '글', '쓰러', '들어온', '대', '희곡작가', '인경', '호시탐탐', '편의점', '팔아치울', '기회', '엿보는', '염', '여사', '아들', '민', '식', '민', '식', '의뢰', '받아', '독고', '뒤', '캐는', '사설탐정', '곽', '녹록', '지', '않은', '무게', '현실', '문제', '안고', '시선', '독고', '관찰', '과정', '발생', '오해', '대립', '충돌', '반전', '이해', '공감', '자주', '폭소', '자아내고', '울컥', '눈시울', '붉어지게', '그렇게', '골목길', '작은', '편의점', '불편하기', '짝', '없는', '곳', '이었다가', '고단', '삶', '위로', '웃음', '나누는', '특별한', '공간', '된다']"
지구 끝의 온실,김초엽,자이언트북스,년 월 일,22,소설시희곡,"['소설가', '년생', '포스텍', '화학', '전공', '생화학', '석사', '학위', '관내', '분실', '빛', '속도', '없다', '면', '과학', '문학상', '중단', '편', '대상', '가작', '수상하며', '작품', '활동', '시작', '쓴', '책', '소설', '집', '빛', '속도', '없다면', '원통', '안', '소녀', '지은', '책', '사이보그', '되다가', '여러', '앤솔러지', '참여', '작가', '문학동네', '젊은', '작가', '수상했다', '우주', '대해', '상상', '걸', '좋아하지만', '우주', '직접', '가고', '싶지는', '않은', '작가', '환상', '시공간', '여행', '외계', '행성', '탐사', '이야기', '열광한다', '취미', '두', '달마', '바뀌는데', '가장', '오래', '가는', '건', '게임', '집', '모든', '종류', '게임', '콘솔', '커다란', '스크린', '구비', '게임방', '만들고', '스스로', '완전히', '격리', '계획', '세우고']","['김', '초연', '첫', '장편소설', '간절히', '기다려', '온', '이야기', '이미', '폭넓은', '독자', '층', '형성', '하며', '열렬한', '사랑', '받고', '김', '초연', '작가', '스트로', '멸망한', '세계', '첫', '장편소설', '무대', '삼았다', '지난해', '말', '플랫폼', '연재', '발표', '이야기', '반년', '훌쩍', '넘는', '수정', '한층', '무르', '익도록', '만들었다', '장', '구성', '세부', '장면', '문장', '완전히', '새롭게', '탄생', '지구', '끝', '온실', '드디어', '독자', '만난다', '지구', '끝', '온실', '자이언트', '북스', '번째', '도서', '김중혁', '첫', '시리즈', '소설', '초인', '간', '배명훈', '장편소설', '빙글빙글', '우주', '군', '국문학', '빛나는', '명의', '작가', '즐거움', '키', '워드', '쓴', '단편소설', '묶은', '앤솔로지', '놀이터', '시', '작가', '자유로운', '상상력', '응원', '하며', '가장', '작품', '선보일', '있도록', '해온', '자이언트', '북스', '주인공', '긴', '초엽', '지구', '끝', '온실', '출', '간하였다']"
칵테일 러브 좀비,조예은,안전가옥,년 월 일,21,소설시희곡,"['황금가지', '타임', '리프', '공모전', '오버', '랩', '나이프', '나이프', '우수상', '교보', '문고', '스토리', '공모전', '시프트', '대상', '수상했으며', '작', '으로는', '안전가옥', '첫', '번째', '장편소설', '뉴', '파크', '젤리', '장수', '대', '학살', '스노볼', '드라이브', '소설', '집', '칵테일', '러브', '좀비', '좋은', '이야기', '대해', '하며', '작품', '활동', '중이']","['안전가옥', '쇼트', '시리즈', '두', '번째', '책', '조예', '작가', '단', '편집', '안전가옥', '리지', '널', '시리즈', '첫', '책', '뉴', '파크', '젤리', '장수', '대', '학살', '탄탄한', '구성', '호러', '스릴러', '선보였던', '작가', '연출', '력', '단', '편집', '더욱', '다양한', '색채', '빛', '발', '미묘하지만', '분명한', '폭력', '감내해', '왔던', '여성', '빌런', '탄생', '그린', '초대', '물귀신', '숲', '귀신', '사이', '사랑스러운', '이끌', '림', '담은', '습지', '사랑', '블랙', '유머', '가부장제', '이면', '들여다보는', '오컬트', '좀비', '물', '칵테일', '러브', '좀비', '황금가지', '타임', '리프', '공모전', '우수상', '차지', '오버', '랩', '나이프', '나이프', '작품', '수록', '하였다']"
물고기는 존재하지 않는다,룰루 밀러 정지인,곰출판,년 월 일,19,자연과학,"['방송', '계', '퓰리처상', '불리는', '피어', '버디', '수상한', '과학', '문', '기자', '넘게', '미국', '공', '라디오', '방송국', '행동', '형성', '보이지', '않는', '힘들에', '관', '이야기', '나누는의', '인비', '빌리아의', '공동', '기획', '뉴욕', '공', '라디오', '방송국', '라디오', '랩', '두', '자주', '참여', '있으며', '뉴요커', '오리온', '렉', '트릭', '리터', '리처', '캐터펄트', '글', '기고', '해왔다', '지구', '가장', '좋아하는', '지점', '험', '프', '백락', '블루', '리지', '산맥', '험프', '백산', '정상', '부근', '녹암', '노두', '룰루', '밀러', '논픽션', '데뷔', '작', '물고기', '존재', '않는다는', '전기', '이자', '회고록', '이자', '과학', '험담', '혼돈', '항상', '승리', '세계', '꿋꿋', '버텨내는', '삶', '관', '우화', '읽히는', '경이', '로운', '책']","['방송', '계', '퓰리처상', '피버디상', '수상자', '룰루', '밀러', '사랑', '혼돈', '과학', '집착', '관', '경이', '롭고', '충격', '데뷔', '작', '방송', '계', '퓰리처상', '불리는', '피어', '버디', '수상한', '과학', '전문', '기자', '룰루', '밀러', '경이', '로운', '논픽션', '물고기', '존재', '않는다는', '여러', '언론', '매체', '최고', '책', '선정', '수많은', '찬사', '받은', '화제', '베스트셀러', '집착', '가까울', '자연계', '질서', '부여', '하려', '했던', '세기', '과학자', '삶', '흥미롭게', '좇아가', '책', '독자', '혼돈', '복판', '데려가서', '믿고', '있던', '삶', '질서', '관해', '의문', '기한', '물고기', '존재', '않는다는', '엄연한', '그렇다면', '잘못', '알', '있을까', '말', '에게는', '질문', '살아가는', '데', '아무런', '영향', '미치지', '않을', '바라보는', '진실한', '관계', '한층', '가까이', '다가가기', '위해', '노력', '에게는', '분명히', '책', '놀라운', '영감', '한쪽', '치우치지', '않는', '폭넓은', '시야', '제공', '줄', '물고기', '존재', '않는다면', '세계', '관해', '아직', '모르고', '뭐', '있을까', '범주', '무너질', '일까', '구름', '생명', '존재', '있을까', '알겠는가', '해왕성', '다이아몬드', '비', '내린다는데', '정말', '과학자', '알아냈다', '오래', '검토', '할수록', '이상한', '곳', '밝혀질', '쪽']"
밝은 밤,최은영,문학동네,년 월 일,19,소설시희곡,"['삼색', '고양이', '날', '태어나', '삼색', '고양이', '고등어', '고양이', '사는', '소설가', '타고난', '집', '수이', '장기간', '세계', '꿈꾼다', '여행', '글쓰기', '고양이', '바다', '잠', '좋아한다', '콤플렉스', '약점', '이라고', '여겼던', '힘', '살아가고', '경기', '광명', '태어났으며', '고려대학교', '국어', '국문학', '졸업', '본격', '작품', '활동', '시작', '지은', '책', '소설', '집', '쇼코', '미소', '무', '해한', '장편소설', '밝은', '밤', '문학동네', '젊은', '작가', '허균', '문학', '작가', '김준성', '문학상', '이해', '소설', '문학상', '구상', '문학상', '젊은', '작가', '일보', '문학상', '대산문학상', '수상했다']","['백', '감싸', '안으며', '이어지는', '사랑', '숨', '기록', '쇼코', '미소', '무', '해한', '최은영', '첫', '장편소설', '공감', '불러일으키는', '이야기', '서정', '이며', '사려', '깊은', '문장', '안', '자리', '뜨거운', '문', '의식', '등단', '줄곧', '폭넓은', '독자', '지지', '문학', '조명', '두루', '받고', '작가', '최은영', '첫', '장편소설', '문화', '계', '뽑은', '차세대', '주목', '작가', '동아일보', '소설가', '뽑은', '소설', '교보', '문고', '주관', '독자', '뽑은', '국문학', '미래', '될', '젊은', '작가', '예스', '차세대', '소설', '이끌', '작가', '논', '면', '분야', '막론', '많은', '머릿속', '가장', '선명히', '떠오르며', '활발한', '작품', '활동', '이어가던', '최은영', '작가', '예정', '돼', '있던', '소설', '작업', '중단', '채', '차례', '숨', '고르며', '멈춰', '선다', '의욕', '소설', '작업', '매진', '하던', '작가', '가져야', '했던', '공백', '다시', '쓰는', '세계', '초대', '받아', '작가', '말', '서기', '보낸', '이자', '소설', '속', '인물', '찾아오기를', '기다리는', '이기도', '밝은', '밤', '그런', '작가', '봄', '겨울', '꼬박', '계간', '문학동네', '연재', '작품', '공', '다듬은', '끝', '선보이는', '첫', '장편소설', '쇼코', '미소', '한지', '영주', '모래', '지은', '집', '긴', '호흡', '이야기', '이끌어가는', '중편소설', '특히', '강점', '보여', '온', '작가', '특장', '한껏', '발휘', '작품', '첫', '소설', '집', '쇼코', '미소', '출', '간', '인터뷰', '장편', '계획', '묻는', '질문', '작가', '할머니', '땅', '살았던', '여성', '이야기', '써', '보고', '싶다는', '바람', '요', '라고', '말', '했던', '바', '밝은', '밤', '작가', '오랫동안', '마음속', '품어', '왔던', '증조모', '할머니', '나로', '이어지는', '대의', '삶', '비추며', '자연', '스럽게', '백', '관통', '증조모', '에게서', '시작', '되어', '에게로', '이어지는', '이야기', '에게서', '출발', '증조모', '향', '하며', '쓰이는', '이야기', '서로', '넘나', '들며', '서서히', '간격', '메워', '입', '이야기', '전해진다는', '건', '서로', '살리고', '살아내는', '숨', '연쇄', '과정', '이기도', '하다는', '이야기', '가진', '본연', '힘', '이기도', '하다는', '느끼게', '될', '은은하며', '강인한', '존재', '감', '서서히', '주위', '밝게', '감싸는', '최은영', '소설', '도착']"
공간의 미래,유현준,을유문화사,년 월 일,17,인문,"['홍익대학교', '건축', '대학교수', '주유', '현준', '건축사', '사무소', '대표', '건축사', '미국', '건축사', '하버드', '대학교', '연세대학교', '건축', '공부', '하버드', '대학교', '우등', '졸업', '후', '세계', '건축가', '리처드', '마이어', '사무소', '실무', '하였다', '건축', '연구소', '연구원', '교환', '교수', '건축', '김수근', '건축상', '프리뷰', '선정', '건축', '문화', '공간', '대상', '대통령', '젊은', '건축가', '수상했으며', '국제', '현상', '설계', '차례', '수상하였다', '현대', '건축', '작가', '아시아', '요코하마', '전시', '현대', '건축', '작가', '아시아', '상하이', '전시', '멜버른', '대학교', '현대', '건축', '작가', '초청', '전시', '가졌다', '건축', '조', '망', '사유', '인문', '건축가', '건축가', '사회', '복잡한', '관계', '정리', '주는', '이라고', '말', '잘', '어우러질', '화목', '건축', '관계', '사회', '바꿔', '나가고', '여러', '매체', '글', '연재', '방송', '출연', '유튜브', '셜록', '현준', '공간', '건축', '이야기', '쉽게', '전하', '청와대', '리', '모델링', '자문', '대한민국', '건축', '대전', '심사', '위원', '베니스', '비엔날레', '관', '북', '커', '미셔', '비롯', '위원', '역임', '재미', '시절', '작품', '으로는', '귀국', '후', '주요', '작품', '으로는', '청운', '대학교', '도서관', '테마', '동물원', '강북', '병원', '종합', '검진', '센터', '고리', '원자력', '발전소', '신', '사옥', '팅', '하우스', '머그', '학동', '쌍', '주택', '청년', '일자리', '허브', '사회', '기업', '센터', '주요', '저서', '로는', '모더니즘', '동', '서양', '문화', '하이브리드', '현', '대', '건축', '흐름']","['사는', '공간', '안', '사는', '변화', '맞춰', '변화', '왔다', '코로나', '일상', '바뀌면서', '공간', '변화', '속도', '빨라졌고', '나아가던', '방향', '틀어졌다', '책', '집', '회사', '상업', '시설', '공원', '지방', '도시', '물류', '터널', '생활', '있거나', '생활', '밀접한', '공간', '가까운', '미래', '살펴본다', '늘', '변화', '예측', '미래', '준비', '하려', '큰', '변화', '맞이', '했을', '그런', '요구', '클', '밖에', '없고', '발', '맞춰', '다양한', '전공', '전문가', '예측', '내놓고', '저자', '건축가', '로서', '앞', '으로의', '공간', '바뀔지', '예측', '하려', '시도', '했고', '책', '추측', '산', '물이', '당연히', '미래', '정확히', '예측', '불가능하다', '전문가', '이야기', '책', '이야기', '더해진다면', '올바른', '예측', '나아갈', '방향', '잡는', '데', '보탬', '될']"
영화와 로봇 사회학 ,민경배,커뮤니케이션북스,년 월 일,16,사회 정치,"['경희사이버대', '미디어', '커뮤니케이션학', '교수', '고려대학교', '사회', '학과', '정보사회학', '전공', '박사학위', '연대', '말', '사단법인', '사이버', '문화', '연구소', '설립', '인터넷', '문화', '디지털', '사회', '관', '연구', '강연', '저술', '활동', '펼쳤다', '여러', '시민단체', '정보', '통신', '기술', '활용', '시민운동', '참여', '저서', '로는', '만나는', '사회학', '무크', '대', '이슈', '인터넷', '윤리', '정보', '보안', '대응', '전략', '공저', '사이버스페이스', '사회', '운동', '영상', '학습', '혁명', '공저', '인터넷', '열', '쟁점', '공저', '네트', '문화', '읽기', '공저', '뉴미디어', '시민사회', '공저', '미래', '혁명', '시작', '다공', '신세대', '위', '사회학', '나들이', '논문', '으로는', '사이버', '공간', '결정', '권', '보안', '기술', '융합', '사회', '등장', '정체', '성', '변화', '인터넷', '시민', '참여', '대의', '민주주의', '공존', '가능성', '디지털', '유산', '보존', '현황', '과제', '유비쿼터스', '문명', '사이보그', '시대', '사회', '쟁점', '정보사회', '에서의', '온라인', '사회', '운동', '대한', '연구']","['인공', '지능', '로봇', '빠르게', '사회', '영역', '도입', '되면서', '미래', '대한', '다양한', '예측', '나오고', '앞', '로봇', '공존', '될', '이며', '로봇', '기술', '사회', '환경', '삶', '방식', '급격히', '바꿔', '놓을', '뿐', '아니라', '유기체', '로서', '존재', '방식', '기계', '접목', '새로운', '형태', '변화', '로봇', '만들어', '새로운', '미래', '기술', '논리', '에만', '맡겨', '두는', '위험하다', '인공', '지능', '로봇', '이야말로', '현대', '사회학', '관심', '기울여야', '중요한', '연구', '주제', '로봇', '사회학', '이라는', '새로운', '분과', '학문', '정립', '요구', '된다', '책', '로봇', '기술', '미래', '생생하게', '보여', '주는', '대표', '영화', '앞', '제기', '될', '주요한', '사회', '과제', '진단', '전망', '보는', '로봇', '사회학', '출발점']"
