도서명,저자,출판사,발행연도,대출횟수,카테고리,저자소개,책소개
공정하다는 착각,마이클 샌델 함규진,와이즈베리,년 월 일,85,사회 정치,"['정의', '열풍', '불러일으켰다', '세', '최연', '소', '하버드', '대학교', '교수', '되었고', '세', '자유', '주의', '이론', '대가', '존', '롤스', '정의론', '비판', '자유', '주의', '정의', '한계', '발표', '세계', '명성', '얻었다', '하버드', '대학교', '정치철학', '가르치고', '있으며', '수업', '학생', '사이', '최고', '명', '강의', '손', '꼽힌다', '존', '롤스', '정의', '분야', '세계', '학자', '인정받는', '명실', '공', '히', '시대', '최고', '석', '학', '이자', '철학', '계', '록스타', '대표', '저서', '정의', '란', '인가', '돈', '없는', '정치', '도덕', '말', '완벽', '대한', '반론', '정의', '한계', '마이클', '샌델', '중국', '만나다는', '중국', '철학', '연구자', '마이클', '샌델', '이론', '저작', '동양', '철학', '분석', '평론', '대한', '샌델', '모은', '동', '서양', '철학', '대화', '살펴봄으로써', '마이클', '샌델', '정의', '새롭게', '경험', '있을']","['마이클', '샌데', '만의', '신간', '공정하다는', '착각', '출', '간', '샌델', '기울어진', '사회', '구조', '이면', '도사', '린', '능력', '주의', '덫', '해체', '또다시', '공정', '화두', '언론', '미디어', '부유', '층', '빈곤층', '청년', '장년', '정치인', '입', '끊임없이', '쏟아져', '나온다', '기업', '정규직', '비정규직', '논란', '비롯', '공정', '채용', '문제', '혼란', '빠져', '정치권', '에선', '공정', '경', '제법', '재난', '지', '원금', '대한', '각기', '해석', '떠들썩하다', '대통령', '공정', '불공정', '부르는', '상황', '언급', '하며', '어려움', '토로', '하기도', '이렇듯', '공정', '이라는', '화두', '두고', '각계', '각층', '충돌', '상황', '마이클', '샌델', '하버드대', '교수', '돈', '없는', '만에', '쓴', '신간', '공정하다는', '착각', '출', '간', '되었다', '책', '란', '원', '제로', '미국', '현지', '출', '간', '되어', '뜨거운', '반응', '얻고', '직역', '능력', '주의', '폭정', '공', '동선', '만드나', '샌델', '책', '노력', '성공할', '있다고', '너무나도', '당연히', '해왔던', '개인', '능력', '사하고', '보상', '주는', '능력', '주의', '근본', '크게', '잘', '못', '되어', '있다고', '주장', '능력', '주의', '제대로', '공정하게', '작동', '있는지', '공정함', '정의', '란', '공식', '정말', '맞는', '진지하게', '되', '짚어', '본다']"
불편한 편의점,김호연,나무옆의자,년 월 일,82,소설시희곡,"['영화', '만화', '소설', '넘나', '들며', '온갖', '이야기', '써', '나가는', '천후', '스토리', '텔러', '생', '고려대학교', '인문', '대학', '국어', '국문학', '졸업', '첫', '직장인', '영화사', '공동', '작업', '시나리오', '이중간첩', '영화', '화', '되며', '시나리오', '작가', '되었다', '두', '번째', '직장인', '출판사', '만화', '기획', '자로', '하며', '쓴', '실험', '지대', '부천', '만화', '스토리', '공모전', '대상', '수상하며', '만화', '스토리', '작가', '되었다', '같은', '출판사', '소설', '편집자', '남', '소설', '만지다가', '급기야', '전업', '작가', '나섰다', '젊은', '날', '닥치는', '글쓰기', '실천', '하던', '장편소설', '망원동', '브라더스', '세계문학', '우수상', '수상하며', '소설가', '되었다', '장편소설', '망원동', '브라더스', '연적', '고스트', '라이터', '스', '파우', '스터', '산문', '집', '쓰고', '다시', '쓰고', '끝', '씁니다를', '펴냈고', '영화', '이중간첩', '태양', '쏴라', '시나리오', '남한', '산성', '기획', '참여', '망원동', '브라더스', '동네', '이야기', '시즌', '불편한', '편의점', '출', '간']","['최고', '재미', '감동', '선사', '힐링', '소설', '원조', '주요', '서점', '종합', '베스트셀러', '위', '국립', '중앙', '도서관', '책', '전국', '개', '도시', '책', '해외', '개국', '판권', '수출', '연극', '불편한', '편의점', '절찬', '상연', '불편한데', '자꾸', '가고', '싶은', '편의점', '힘들게', '낸', '위로', '편의점', '밤', '정체', '불명', '알바로', '시작', '웃음', '감동', '나비효과', '망원동', '브라더스', '김호연', '동네', '이야기', '시즌', '세계문학', '우수상', '수상작', '망원동', '브라더스', '데뷔', '후', '일상', '현실', '위트', '있게', '그린', '경쾌한', '작품', '내밀한', '욕망', '기발한', '상상력', '풀어', '낸', '스릴러', '장르', '오가며', '독자', '작품', '세계', '쌓아', '올린', '작가', '김호연', '번째', '장편소설', '불편한', '편의점', '출', '간', '되었다', '불편한', '편의점', '청파동', '골목', '모퉁이', '자리', '잡은', '작은', '편의점', '무대', '힘겨운', '시대', '살아가는', '이웃', '삶', '속', '희로애락', '따뜻하고', '유머러스하게', '담아', '낸', '작품', '망원동', '브라더스', '망원동', '이라는', '공간', '체험', '지리지를', '잘', '활용', '유쾌한', '재미', '공감', '이끌이어', '냈듯', '오래된', '동네', '청파동', '대한', '공감각', '생생하게', '포착', '흥미진진', '동네', '이야기', '탄생', '시켰다', '서울역', '노숙인', '생활', '하던', '독고', '날', '대', '여성', '지갑', '주워', '준', '인연', '그녀', '운영', '편의점', '야간', '아르바이트', '이야기', '시작', '된다', '덩', '치가', '곰', '같은', '사내', '알코올', '성', '치매', '과거', '기억', '못', '데', '말', '어눌하고', '행동', '굼떠', '손님', '제대로', '있을까', '구심', '갖게', '웬걸', '의외로', '꽤', '잘', '해낼', '뿐', '아니라', '주변', '묘', '사로잡으면서', '편의점', '밤', '지키는', '든든한', '일꾼', '되어', '간다', '현', '실감', '넘치는', '캐릭터', '간의', '상호작용', '점', '입가', '경', '형상', '화하는', '데', '일가견', '작가', '작품', '답', '게', '소설', '에서도', '독특한', '개성', '사연', '지닌', '인물', '차례', '등장', '서로', '티격태격하', '며', '별난', '관계', '형성', '간다', '고등학교', '역사', '가르치다', '정년', '퇴', '임하여', '매사', '교사', '본능', '발동', '편의점', '사장', '염', '여사', '필', '두', '대', '취준생', '알바', '시', '현', '대', '생계', '형', '알바', '여사', '밤', '야외', '테이블', '참깨', '라면', '참치', '김밥', '참이슬', '세트', '혼술', '하며', '스트레스', '푸는', '회사원', '경만', '이라는', '각오', '청파동', '글', '쓰러', '들어온', '대', '희곡작가', '인경', '호시탐탐', '편의점', '팔아치울', '기회', '엿보는', '염', '여사', '아들', '민', '식', '민', '식', '의뢰', '받아', '독고', '뒤', '캐는', '사설탐정', '곽', '녹록', '지', '않은', '무게', '현실', '문제', '안고', '시선', '독고', '관찰', '과정', '발생', '오해', '대립', '충돌', '반전', '이해', '공감', '자주', '폭소', '자아내고', '울컥', '눈시울', '붉어지게', '그렇게', '골목길', '작은', '편의점', '불편하기', '짝', '없는', '곳', '이었다가', '고단', '삶', '위로', '웃음', '나누는', '특별한', '공간', '된다']"
우리가 빛의 속도로 갈 수 없다면,김초엽,허블,년 월 일,80,소설시희곡,"['소설가', '년생', '포스텍', '화학', '전공', '생화학', '석사', '학위', '관내', '분실', '빛', '속도', '없다', '면', '과학', '문학상', '중단', '편', '대상', '가작', '수상하며', '작품', '활동', '시작', '쓴', '책', '소설', '집', '빛', '속도', '없다면', '원통', '안', '소녀', '지은', '책', '사이보그', '되다가', '여러', '앤솔러지', '참여', '작가', '문학동네', '젊은', '작가', '수상했다', '우주', '대해', '상상', '걸', '좋아하지만', '우주', '직접', '가고', '싶지는', '않은', '작가', '환상', '시공간', '여행', '외계', '행성', '탐사', '이야기', '열광한다', '취미', '두', '달마', '바뀌는데', '가장', '오래', '가는', '건', '게임', '집', '모든', '종류', '게임', '콘솔', '커다란', '스크린', '구비', '게임방', '만들고', '스스로', '완전히', '격리', '계획', '세우고']","['우아한', '계보', '후', '지난', '겨울', '바이오', '센서', '만드는', '과학', '였던', '김', '초연', '작가', '소설', '쓴다', '관내', '분실', '과학', '문학상', '중단', '편', '부문', '대상', '필명', '낸', '빛', '속도', '없다면도', '동시', '우아한', '계보', '라', '불리', '며', '작품', '활동', '시작', '김', '초연', '작가', '후', '더욱', '도약', '만이', '그려', '낼', '김', '초연', '특유', '작', '품세', '계', '보여주었다', '투명하고', '아름답지만', '순진하지만은', '않은', '에도', '없는', '어딘가', '있을', '같은', '근사한', '세계', '손', '잡힐', '듯', '이야기', '담아', '냈다', '개', '위성', '뜨는', '곳', '에서도', '지지', '않는', '마음', '표', '제작', '빛', '속도', '없다', '면', '매력', '할머니', '과학자', '주인공', '등장', '인물', '소설', '고통', '기꺼이', '감내', '있는지', '생', '끝', '최선', '다한', '다는', '인지', '자꾸만', '묻는', '듯', '문학상', '긴', '초엽', '작품', '더욱', '확장', '세계', '그려', '낸다', '작가', '질문', '단단해진듯', '개', '위성', '뜨는', '행성', '홀로', '남겨져', '외계인', '조우', '될지라도', '스펙트럼', '고통', '없는', '유토피아', '짐짓', '모르는', '질문', '않고', '살아갈', '있을', '에도', '순례', '돌아오지', '않는가', '그럼에도', '불구', '세계', '세계', '알아야겠다고', '용기', '내는', '마음', '사랑', '우정', '말', '하며', '지지', '않는', '마음', '분투', '태도', '긴', '초엽', '소설', '소녀', '영웅', '금메달', '리스트', '필요', '없다', '김', '초엽', '정상', '비정상', '성공', '실패', '주류', '비주류', '경계', '끊임없이', '질문', '미션', '실패했다고', '비난', '받는', '우주인', '일지', '라도', '우주', '영웅', '관', '하여', '소녀', '에게는', '존재', '응원', '성공', '실패', '인가', '우주', '미션', '실패했지만', '소녀', '응원', '성공했다면', '삶', '실패한', '삶', '있을까', '소녀', '영웅', '금메달', '리스트', '필요', '없다', '경계', '선', '소설가', '김초', '업은', '질문', '쨍하', '게', '빛나는', '이야기', '들려준다', '재미있게']"
쇼코의 미소,최은영,문학동네,년 월 일,76,소설시희곡,"['삼색', '고양이', '날', '태어나', '삼색', '고양이', '고등어', '고양이', '사는', '소설가', '타고난', '집', '수이', '장기간', '세계', '꿈꾼다', '여행', '글쓰기', '고양이', '바다', '잠', '좋아한다', '콤플렉스', '약점', '이라고', '여겼던', '힘', '살아가고', '경기', '광명', '태어났으며', '고려대학교', '국어', '국문학', '졸업', '본격', '작품', '활동', '시작', '지은', '책', '소설', '집', '쇼코', '미소', '무', '해한', '장편소설', '밝은', '밤', '문학동네', '젊은', '작가', '허균', '문학', '작가', '김준성', '문학상', '이해', '소설', '문학상', '구상', '문학상', '젊은', '작가', '일보', '문학상', '대산문학상', '수상했다']","['소설가', '로서', '최은영', '가장', '큰', '미덕', '탐구', '든', '근사한', '이야기', '들려준다는', '점', '그녀', '앞', '쓰게', '될', '근사한', '이야기', '책', '시작', '김연수', '소설가', '겨울', '작가', '세계', '신인상', '중편소설', '쇼코', '미소', '당선', '되어', '등단', '작품', '젊은', '작가', '수상하면서', '많은', '특별한', '인상', '다가갔던', '신인', '소설가', '말', '특별한', '인상', '발표', '작품', '이라고는', '등단', '작', '쇼코', '미소', '편', '밖에', '없는', '신인', '작가', '등단', '지', '채', '두', '달이', '되지', '않은', '시점', '젊은', '작가', '수상했다는', '만을', '의미', '않는다', '마다의', '날카로운', '감식', '안', '지닌', '소설가', '평론가', '공통', '감상', '이끌어', '냈다는', '점', '특별함이', '갑론', '박도', '없이', '에게서', '동일한', '평가', '받는', '작품', '탁월한', '소설', '말', '하려는', '아니다', '등단', '작', '대해', '흔히', '걸게', '기대', '기존', '작품', '구별', '낯섦', '전위', '대한', '요구', '물러나', '별다른', '기교', '없이', '담백하게', '이야기', '풀어', '나가고', '정통', '방식', '읽는', '이의', '마음', '움직였다는', '쇼코', '미소', '지닌', '특별함이', '담겨', '고레', '에다', '히로', '카', '즈', '누', '잇신', '감독', '영화', '모든', '영역', '진실하다는', '문학평론가', '신형철', '준다는', '그로', '소설', '주는', '감동', '이란', '인가', '새삼', '보게', '만들었다', '소설가', '임철우', '최은영', '등단', '초기', '선천', '눈', '위', '약한', '있듯이', '마음', '특별히', '약해서', '쉽게', '부서지는', '법', '이라고', '전혀', '짐작', '없는', '고통', '앞', '겸손히', '귀', '열고', '싶다고', '밝혀', '왔다', '최은영', '시선', '닿는', '곳', '에나', '자리', '터', '총', '편의', '작품', '수록', '최은영', '첫', '소설', '집', '쇼코', '미소', '마음', '흘러갈', '정밀', '물매', '만들어', '냄으로써', '자리', '이끈다']"
아몬드,손원평,창비,년 월 일,75,소설시희곡,"['태어났다', '서강대', '사회학', '철학', '공부', '했고', '영화아카데미', '영화', '영화', '연출', '전공', '씨', '영화', '평론', '받았고', '과학기술', '창작', '문예', '공모', '믿어', '요로', '시나리오', '시놉시스', '부문', '수상했다', '정이', '안', '가는', '의미', '단편영화', '각본', '쓰고', '연출', '첫', '장편소설', '아몬드', '창비', '청소년', '문학상', '수상하여', '등단', '두', '번째', '장편소설', '서른', '반격', '주', '평화', '문학상', '아몬드', '서른', '반격', '일본', '서점', '대상', '수상했다', '장편소설', '프리즘', '소설', '집', '집']","['공감', '불능', '사회', '차가', '움', '녹이는', '아몬드', '매혹', '문체', '독특한', '캐릭터', '속', '도감', '넘치는', '전개', '고통', '공감', '능력', '깨우치게', '강력한', '소설', '영화', '강렬하고', '드라마', '팽팽', '완전히', '새로운', '소설', '나타났다', '감정', '느끼지', '못', '소년', '특별한', '성장', '이야기', '첫', '장', '강렬한', '사건', '시작', '페이지', '궁금해지게', '만드는', '흡입', '력', '강한', '작품', '감정', '무감각', '해진', '공감', '불능', '시대', '큰', '울림', '주는', '소설', '작품', '속', '인물', '관계', '맺고', '슬픔', '공감', '하며', '성장해', '나가는', '과정', '탁월하게', '묘사', '영화', '펼쳐지는', '극적', '사건', '매혹', '문체', '독자', '단숨', '사로잡을', '완득이', '위저드', '베이커리', '잇는', '창비', '청소년', '문학상', '수상작', '아몬드', '주인공', '윤재', '감정', '느끼는', '데', '어려움', '겪는', '독특한', '캐릭터', '말', '행동', '이면', '읽어', '내지', '못', '공포', '분노', '잘', '느끼지', '못', '윤재', '평범하게', '살아가려고', '버텨', '오고', '에게서', '남', '웃으면', '웃고', '호의', '보이', '면', '고맙다고', '말', '식', '주입', '식', '감정', '교육', '받기도', '곧이곧대로', '보는', '괴물', '이라고', '손가락질', '받던', '윤재', '날', '비극', '사건', '맡아', '가족', '잃게', '되면서', '홀로', '남는다', '모든', '잃었다고', '하던', '윤재', '곁', '새로운', '인연', '다가온다', '두운', '상처', '간직', '곤', '반대', '맑은', '감성', '지닌', '도라', '윤재', '돕고', '싶어', '심', '박사', '그러한', '인물', '윤재', '사이', '펼쳐지는', '이야기', '감정', '이해', '한다는', '어려운지', '그럼에도', '소중한', '일인', '지', '다시', '보게', '상실', '애도', '감정', '보듬을', '여유', '잃어버린', '채', '독자', '윤재', '응원', '마음', '되돌아볼', '기회', '얻을', '윤재', '덤덤한', '어조', '역설', '읽는', '이의', '더욱', '슬프게', '미며', '독자', '작품', '깊고', '진실한', '감정', '고양', '경험', '있을']"
지구 끝의 온실,김초엽,자이언트북스,년 월 일,67,소설시희곡,"['소설가', '년생', '포스텍', '화학', '전공', '생화학', '석사', '학위', '관내', '분실', '빛', '속도', '없다', '면', '과학', '문학상', '중단', '편', '대상', '가작', '수상하며', '작품', '활동', '시작', '쓴', '책', '소설', '집', '빛', '속도', '없다면', '원통', '안', '소녀', '지은', '책', '사이보그', '되다가', '여러', '앤솔러지', '참여', '작가', '문학동네', '젊은', '작가', '수상했다', '우주', '대해', '상상', '걸', '좋아하지만', '우주', '직접', '가고', '싶지는', '않은', '작가', '환상', '시공간', '여행', '외계', '행성', '탐사', '이야기', '열광한다', '취미', '두', '달마', '바뀌는데', '가장', '오래', '가는', '건', '게임', '집', '모든', '종류', '게임', '콘솔', '커다란', '스크린', '구비', '게임방', '만들고', '스스로', '완전히', '격리', '계획', '세우고']","['김', '초연', '첫', '장편소설', '간절히', '기다려', '온', '이야기', '이미', '폭넓은', '독자', '층', '형성', '하며', '열렬한', '사랑', '받고', '김', '초연', '작가', '스트로', '멸망한', '세계', '첫', '장편소설', '무대', '삼았다', '지난해', '말', '플랫폼', '연재', '발표', '이야기', '반년', '훌쩍', '넘는', '수정', '한층', '무르', '익도록', '만들었다', '장', '구성', '세부', '장면', '문장', '완전히', '새롭게', '탄생', '지구', '끝', '온실', '드디어', '독자', '만난다', '지구', '끝', '온실', '자이언트', '북스', '번째', '도서', '김중혁', '첫', '시리즈', '소설', '초인', '간', '배명훈', '장편소설', '빙글빙글', '우주', '군', '국문학', '빛나는', '명의', '작가', '즐거움', '키', '워드', '쓴', '단편소설', '묶은', '앤솔로지', '놀이터', '시', '작가', '자유로운', '상상력', '응원', '하며', '가장', '작품', '선보일', '있도록', '해온', '자이언트', '북스', '주인공', '긴', '초엽', '지구', '끝', '온실', '출', '간하였다']"
채식주의자,한강,창비,년 월 일,67,소설시희곡,"['늦은', '태어났다', '연세대', '국문과', '졸업', '뒤', '문학', '사회', '시를', '발표', '이듬해', '신문', '신춘문예', '단편소설', '붉은', '닻', '당선', '되어', '작품', '활동', '시작', '장편소설', '검은', '사슴', '그대', '차가운', '손', '채식주의자', '바람', '분다', '가라', '희랍어', '소년', '온다', '소설', '집', '여수', '사랑', '열매', '노랑', '무늬', '영원', '시집', '서랍', '저녁', '넣어', '두었다', '만해문학상', '황순원문학상', '동리', '문학상', '이상문학상', '젊은', '예술가', '소설', '문학상', '수상했다', '한편', '출', '간', '채식주의자', '판', '출', '간', '대한', '호평', '기사', '뉴욕타임스', '여러', '언론', '소개', '되고', '맨', '부', '커', '인터내셔널', '수상하며', '폭력', '성과', '존엄', '질문', '던지는', '한강', '작품', '대한', '국내외', '관심', '높아지고', '만해문학상', '수상작', '소년', '온다의', '해외', '번역', '판권', '개국', '팔리며', '국문학', '활기', '해주고']","['인터내셔널', '부', '커', '산클레멘테', '문학상', '수상', '작전', '세계', '주목', '한강', '역작', '다시', '만나다', '인터내셔널', '부', '커', '수상하며', '국문학', '입지', '단계', '확장', '시킨', '한강', '장편소설', '채식주의자', '만에', '새로운', '장정', '선보인다', '상처', '받은', '영혼', '고통', '식물', '상상력', '강렬한', '결합', '정교한', '구성', '흡인', '력', '문체', '보여주는', '작품', '섬뜩한', '아름다', '움', '미학', '한강', '만의', '방식', '완성', '역작', '탄탄하고', '정교하며', '충격', '작품', '독자', '마음', '아마도', '꿈', '오래도록', '머물', '이라는', '평', '받으며', '인터내셔널', '부', '커', '수상했던', '채식주의자', '미국', '문학계', '파문', '일으키면서도', '독자', '공명', '보인다', '뉴욕타임스', '놀라울', '아름다운', '산문', '믿을', '없을', '폭력', '내용', '조합', '충격', '가디언', '크라는', '해외', '서평', '받았고', '스페인', '산클레멘테', '문학상', '받는', '세계', '뜨거운', '반응', '일으켰다', '국내', '부', '가까이', '판매', '되었다', '채식주의자', '날', '육식', '거부', '하며', '가족', '갈등', '빚기', '시작', '영혜', '중심', '인물', '등장', '장편소설', '소설', '영혜', '둘러싼', '세', '인물', '남편', '형부', '시선', '서술', '되며', '영혜', '단', '번', '주도', '화', '위치', '얻지', '못', '가족', '이름', '자행', '가부장', '폭력', '폭력', '저항', '하며', '금식', '동물성', '벗어던지고', '나무', '되고자', '영혜', '보여주는', '식물', '상상력', '경지', '모든', '세대', '독자', '아우르며', '크나큰', '공명', '이루어', '낼']"
사피엔스,유발 하라리 조현욱 이태수,김영사,년 월 일,65,인문,"['이스라엘', '하이파', '태어나', '영국', '옥스퍼드', '대학교', '중세', '전쟁사', '박사학위', '예루살렘', '히', '브리', '대학교', '역사학', '교수', '재직', '중이', '역사', '생물학', '관계', '호모', '사피', '엔', '스', '동물', '본질', '차이', '역사', '진보', '방향성', '역사', '속', '행복', '문제', '광범위한', '질문', '주제', '연구', '인문학', '분야', '창의성', '독창', '성', '대한', '블론', '스키', '수상했고', '군대', '역사', '관', '논문', '몬카', '수상했다', '이스라엘', '아카데미', '사이언스', '선정', '되었고', '다보스', '열린', '세계', '경', '포럼', '인류', '미래', '관해', '기', '조', '연설', '호모', '데', '우스', '독일', '유력', '경제', '지인', '델스블', '라트', '꼽', '가장', '통찰', '력', '영향력', '경제', '도서', '선정', '되었다기', '선', '세기', '사피', '엔', '스', '위해', '인류', '과거', '미래', '탐색', '인류', '부작', '사피', '엔', '스', '호모', '데', '우스', '세기', '위', '제언', '세계', '개국', '출', '간', '되어', '부', '글로벌', '베스트셀러', '되면서', '세기', '사상계', '신데렐라', '떠오른', '유발', '하라', '리', '유발', '하라', '리', '르네상스', '전쟁', '회고록', '인류', '부작', '사상', '배경', '선행', '연구', '하라', '리', '옥스퍼드', '대학교', '박사학위', '논문', '역사', '미래', '바라보는', '새', '롭고', '대담한', '관점', '제시', '하라', '리', '사상', '원류', '일별', '차례']","['출', '간', '주년', '쇄', '부', '기념', '유발', '하라', '리', '특별', '서문', '수록', '인공', '지능', '시대', '알아야', '코딩', '마음', '역사', '미래', '대한', '가장', '논쟁', '대담한', '대', '서사', '문명', '배', '타고', '진화', '바다', '항해', '인류', '나아갈', '인가', '책', '사랑', '밖에', '없다', '재러드', '다이아몬드', '천재', '사상가', '뉴욕타임스', '유발', '하라', '리', '대표', '작', '사피', '엔', '스', '불황', '이라는', '수식어', '전혀', '어색하지', '않은', '국내', '출판', '시장', '에서도', '사피', '엔', '스', '인문', '교양', '분야', '트렌드', '주도하며', '기준', '쇄', '발행', '부', '판매', '놀라운', '기록', '거두고', '인류', '역사', '미래', '종횡무진', '가로지르는', '사피', '엔', '스', '통찰', '불확실하고', '복잡한', '세계', '이해', '대비', '데', '필요하다', '책', '서두', '원서', '출', '간', '돌아보고', '위기', '상황', '맞은', '인류', '건네는', '제언', '특별', '서문', '수록', '되었다', '인류', '어려운', '상황', '맞고', '난국', '헤쳐', '나가기', '위해', '해야', '할까', '저자', '나은', '위', '키', '워드', '이해', '강조', '출', '간', '주년', '서문', '글로벌', '베스트셀러', '출', '간', '개인', '소', '보다는', '유례', '없는', '난관', '헤쳐', '나가기', '위해', '동료', '사피', '엔', '스', '전하', '호소', '담겨']"
정의란 무엇인가,마이클 샌델 김명철 김선욱,와이즈베리,년 월 일,64,사회 정치,"['정의', '열풍', '불러일으켰다', '세', '최연', '소', '하버드', '대학교', '교수', '되었고', '세', '자유', '주의', '이론', '대가', '존', '롤스', '정의론', '비판', '자유', '주의', '정의', '한계', '발표', '세계', '명성', '얻었다', '하버드', '대학교', '정치철학', '가르치고', '있으며', '수업', '학생', '사이', '최고', '명', '강의', '손', '꼽힌다', '존', '롤스', '정의', '분야', '세계', '학자', '인정받는', '명실', '공', '히', '시대', '최고', '석', '학', '이자', '철학', '계', '록스타', '대표', '저서', '정의', '란', '인가', '돈', '없는', '정치', '도덕', '말', '완벽', '대한', '반론', '정의', '한계', '마이클', '샌델', '중국', '만나다는', '중국', '철학', '연구자', '마이클', '샌델', '이론', '저작', '동양', '철학', '분석', '평론', '대한', '샌델', '모은', '동', '서양', '철학', '대화', '살펴봄으로써', '마이클', '샌델', '정의', '새롭게', '경험', '있을']","['정의', '열풍', '불러일으킨', '마이클', '샌델', '구제', '금융', '대리', '출산', '동성', '결혼', '과거', '공개', '사과', '현대', '사회', '흔히', '부딪히는', '문제', '정의', '로운', '가에', '대한', '해답', '탐구', '책', '탁월한', '정치', '철학자', '남긴', '시대', '초월', '철학', '질문', '알기', '쉽게', '소개', '이를', '옳고', '그름', '정의', '부당함', '평등', '불평등', '개인', '권리', '공', '동선', '둘러싼', '주장', '경쟁', '공적', '담론', '토론', '장', '정의', '관', '만의', '견해', '정립', '논리', '기반', '굳건', '다지는', '토대', '제공', '책', '현대', '사회', '문제', '진단', '새로운', '대안', '찾아내는', '정치', '철학자', '지적', '탐색', '과정', '보여준다']"
소년이 온다,한강,창비,년 월 일,60,소설시희곡,"['늦은', '태어났다', '연세대', '국문과', '졸업', '뒤', '문학', '사회', '시를', '발표', '이듬해', '신문', '신춘문예', '단편소설', '붉은', '닻', '당선', '되어', '작품', '활동', '시작', '장편소설', '검은', '사슴', '그대', '차가운', '손', '채식주의자', '바람', '분다', '가라', '희랍어', '소년', '온다', '소설', '집', '여수', '사랑', '열매', '노랑', '무늬', '영원', '시집', '서랍', '저녁', '넣어', '두었다', '만해문학상', '황순원문학상', '동리', '문학상', '이상문학상', '젊은', '예술가', '소설', '문학상', '수상했다', '한편', '출', '간', '채식주의자', '판', '출', '간', '대한', '호평', '기사', '뉴욕타임스', '여러', '언론', '소개', '되고', '맨', '부', '커', '인터내셔널', '수상하며', '폭력', '성과', '존엄', '질문', '던지는', '한강', '작품', '대한', '국내외', '관심', '높아지고', '만해문학상', '수상작', '소년', '온다의', '해외', '번역', '판권', '개국', '팔리며', '국문학', '활기', '해주고']","['섬세한', '감수성', '치밀한', '문장', '존재', '본질', '탐구', '해온', '작가', '한강', '번째', '장편소설', '소년', '온', '다가', '출', '간', '되었다', '광주', '다뤄', '창비', '문학', '블로그', '창문', '연재', '당시', '연', '월년', '독자', '이목', '끌었던', '열', '소년', '이야기', '상처', '구조', '대한', '투시', '천', '착', '서사', '한강', '만이', '풀어', '낼', '방식', '새롭게', '조명', '한강', '무고', '영혼', '말', '전하', '듯', '어린', '문장', '어느덧', '시절', '잊고', '무심하게', '묵직한', '질문', '던지고', '여전히의', '트라우마', '안고', '힘겹게', '살아가는', '위', '무한', '소년', '온다는', '광주', '민주화', '운동', '당시', '계엄', '군', '맞서', '싸우던', '중학생', '동호', '비롯', '주변', '인물', '후', '남겨진', '고통', '받는', '내면', '생생하게', '그려내고', '당시', '처절한', '장면', '핍', '진하게', '묘사', '하며', '붙들어야', '역사', '기억', '인지', '절실', '환기', '백지연', '평론가', '소설', '피해', '없었고', '소설', '통과', '않고는', '없다고', '느꼈다는', '작가', '스스로', '고백', '소설', '소설가', '한강', '까지의', '작', '품세', '계', '단계', '끌어', '올리는', '한강', '뛰어넘은', '한강', '소설', '신형철', '평론가', '이라고', '있게', '말', '작품']"
