도서명,저자,출판사,발행연도,대출횟수,카테고리,저자소개,책소개
달러구트 꿈 백화점 ,이미예,팩토리나인,년 월 일,103,소설시희곡,"['부산', '태어났다', '부산', '대', '재료공학', '공부', '반도체', '엔지니어', '크라', '우드', '펀딩', '프로젝트', '주문', '하신', '꿈', '매진', '달러', '구트', '꿈', '백화점', '첫', '소설', '발표', '후원자', '열렬한', '지지', '받아', '성공', '펀딩', '종료', '하였다', '달러', '구트', '꿈', '백화점', '교보', '문고', '영풍문고', '종합', '베스트셀러', '예스', '인터파크', '알라딘', '영풍문고', '뽑은', '책', '수상하였고', '서점', '뽑은', '책', '부천', '창원', '포천', '남양주시', '용인시', '정부', '대구', '책', '선정', '되었다', '상반기', '교보', '문고', '예스', '종합', '베스트셀러', '위', '차지', '하였다']","['여기는', '잠들어야만', '입장', '달러', '구트', '꿈', '백화점', '잠들어야만', '입장', '독특한', '마을', '곳', '들어온', '잠든', '손님', '가장', '인기', '곳', '온갖', '꿈', '모아', '판매', '달러', '구트', '꿈', '백화점', '긴', '잠', '자는', '짧은', '낮잠', '자는', '동물', '대', '성황', '이룬다', '범', '상치', '않은', '혈통', '주인', '장', '달러', '구트', '최측근', '신참', '직원', '페니', '꿈', '만드는', '아가', '넵', '코코', '베일', '둘러싸인', '비고', '어스', '등장', '달러', '구트', '꿈', '백화점', '무의식', '에서만', '존재', '꿈', '정말', '사고팔', '있을까', '기발한', '질문', '답', '찾아가며', '꿈', '만드는', '파는', '사는', '비밀스러운', '에피소드', '담고', '판타지', '소설', '텀블벅', '펀딩', '달성', '전자책', '출', '간', '베스트셀러', '위', '기록', '하며', '수많은', '독자', '요청', '종이', '책', '출', '간하게', '되었다']"
물고기는 존재하지 않는다,룰루 밀러 정지인,곰출판,년 월 일,102,자연과학,"['방송', '계', '퓰리처상', '불리는', '피어', '버디', '수상한', '과학', '문', '기자', '넘게', '미국', '공', '라디오', '방송국', '행동', '형성', '보이지', '않는', '힘들에', '관', '이야기', '나누는의', '인비', '빌리아의', '공동', '기획', '뉴욕', '공', '라디오', '방송국', '라디오', '랩', '두', '자주', '참여', '있으며', '뉴요커', '오리온', '렉', '트릭', '리터', '리처', '캐터펄트', '글', '기고', '해왔다', '지구', '가장', '좋아하는', '지점', '험', '프', '백락', '블루', '리지', '산맥', '험프', '백산', '정상', '부근', '녹암', '노두', '룰루', '밀러', '논픽션', '데뷔', '작', '물고기', '존재', '않는다는', '전기', '이자', '회고록', '이자', '과학', '험담', '혼돈', '항상', '승리', '세계', '꿋꿋', '버텨내는', '삶', '관', '우화', '읽히는', '경이', '로운', '책']","['방송', '계', '퓰리처상', '피버디상', '수상자', '룰루', '밀러', '사랑', '혼돈', '과학', '집착', '관', '경이', '롭고', '충격', '데뷔', '작', '방송', '계', '퓰리처상', '불리는', '피어', '버디', '수상한', '과학', '전문', '기자', '룰루', '밀러', '경이', '로운', '논픽션', '물고기', '존재', '않는다는', '여러', '언론', '매체', '최고', '책', '선정', '수많은', '찬사', '받은', '화제', '베스트셀러', '집착', '가까울', '자연계', '질서', '부여', '하려', '했던', '세기', '과학자', '삶', '흥미롭게', '좇아가', '책', '독자', '혼돈', '복판', '데려가서', '믿고', '있던', '삶', '질서', '관해', '의문', '기한', '물고기', '존재', '않는다는', '엄연한', '그렇다면', '잘못', '알', '있을까', '말', '에게는', '질문', '살아가는', '데', '아무런', '영향', '미치지', '않을', '바라보는', '진실한', '관계', '한층', '가까이', '다가가기', '위해', '노력', '에게는', '분명히', '책', '놀라운', '영감', '한쪽', '치우치지', '않는', '폭넓은', '시야', '제공', '줄', '물고기', '존재', '않는다면', '세계', '관해', '아직', '모르고', '뭐', '있을까', '범주', '무너질', '일까', '구름', '생명', '존재', '있을까', '알겠는가', '해왕성', '다이아몬드', '비', '내린다는데', '정말', '과학자', '알아냈다', '오래', '검토', '할수록', '이상한', '곳', '밝혀질', '쪽']"
불편한 편의점,김호연,나무옆의자,년 월 일,87,소설시희곡,"['영화', '만화', '소설', '넘나', '들며', '온갖', '이야기', '써', '나가는', '천후', '스토리', '텔러', '생', '고려대학교', '인문', '대학', '국어', '국문학', '졸업', '첫', '직장인', '영화사', '공동', '작업', '시나리오', '이중간첩', '영화', '화', '되며', '시나리오', '작가', '되었다', '두', '번째', '직장인', '출판사', '만화', '기획', '자로', '하며', '쓴', '실험', '지대', '부천', '만화', '스토리', '공모전', '대상', '수상하며', '만화', '스토리', '작가', '되었다', '같은', '출판사', '소설', '편집자', '남', '소설', '만지다가', '급기야', '전업', '작가', '나섰다', '젊은', '날', '닥치는', '글쓰기', '실천', '하던', '장편소설', '망원동', '브라더스', '세계문학', '우수상', '수상하며', '소설가', '되었다', '장편소설', '망원동', '브라더스', '연적', '고스트', '라이터', '스', '파우', '스터', '산문', '집', '쓰고', '다시', '쓰고', '끝', '씁니다를', '펴냈고', '영화', '이중간첩', '태양', '쏴라', '시나리오', '남한', '산성', '기획', '참여', '망원동', '브라더스', '동네', '이야기', '시즌', '불편한', '편의점', '출', '간']","['최고', '재미', '감동', '선사', '힐링', '소설', '원조', '주요', '서점', '종합', '베스트셀러', '위', '국립', '중앙', '도서관', '책', '전국', '개', '도시', '책', '해외', '개국', '판권', '수출', '연극', '불편한', '편의점', '절찬', '상연', '불편한데', '자꾸', '가고', '싶은', '편의점', '힘들게', '낸', '위로', '편의점', '밤', '정체', '불명', '알바로', '시작', '웃음', '감동', '나비효과', '망원동', '브라더스', '김호연', '동네', '이야기', '시즌', '세계문학', '우수상', '수상작', '망원동', '브라더스', '데뷔', '후', '일상', '현실', '위트', '있게', '그린', '경쾌한', '작품', '내밀한', '욕망', '기발한', '상상력', '풀어', '낸', '스릴러', '장르', '오가며', '독자', '작품', '세계', '쌓아', '올린', '작가', '김호연', '번째', '장편소설', '불편한', '편의점', '출', '간', '되었다', '불편한', '편의점', '청파동', '골목', '모퉁이', '자리', '잡은', '작은', '편의점', '무대', '힘겨운', '시대', '살아가는', '이웃', '삶', '속', '희로애락', '따뜻하고', '유머러스하게', '담아', '낸', '작품', '망원동', '브라더스', '망원동', '이라는', '공간', '체험', '지리지를', '잘', '활용', '유쾌한', '재미', '공감', '이끌이어', '냈듯', '오래된', '동네', '청파동', '대한', '공감각', '생생하게', '포착', '흥미진진', '동네', '이야기', '탄생', '시켰다', '서울역', '노숙인', '생활', '하던', '독고', '날', '대', '여성', '지갑', '주워', '준', '인연', '그녀', '운영', '편의점', '야간', '아르바이트', '이야기', '시작', '된다', '덩', '치가', '곰', '같은', '사내', '알코올', '성', '치매', '과거', '기억', '못', '데', '말', '어눌하고', '행동', '굼떠', '손님', '제대로', '있을까', '구심', '갖게', '웬걸', '의외로', '꽤', '잘', '해낼', '뿐', '아니라', '주변', '묘', '사로잡으면서', '편의점', '밤', '지키는', '든든한', '일꾼', '되어', '간다', '현', '실감', '넘치는', '캐릭터', '간의', '상호작용', '점', '입가', '경', '형상', '화하는', '데', '일가견', '작가', '작품', '답', '게', '소설', '에서도', '독특한', '개성', '사연', '지닌', '인물', '차례', '등장', '서로', '티격태격하', '며', '별난', '관계', '형성', '간다', '고등학교', '역사', '가르치다', '정년', '퇴', '임하여', '매사', '교사', '본능', '발동', '편의점', '사장', '염', '여사', '필', '두', '대', '취준생', '알바', '시', '현', '대', '생계', '형', '알바', '여사', '밤', '야외', '테이블', '참깨', '라면', '참치', '김밥', '참이슬', '세트', '혼술', '하며', '스트레스', '푸는', '회사원', '경만', '이라는', '각오', '청파동', '글', '쓰러', '들어온', '대', '희곡작가', '인경', '호시탐탐', '편의점', '팔아치울', '기회', '엿보는', '염', '여사', '아들', '민', '식', '민', '식', '의뢰', '받아', '독고', '뒤', '캐는', '사설탐정', '곽', '녹록', '지', '않은', '무게', '현실', '문제', '안고', '시선', '독고', '관찰', '과정', '발생', '오해', '대립', '충돌', '반전', '이해', '공감', '자주', '폭소', '자아내고', '울컥', '눈시울', '붉어지게', '그렇게', '골목길', '작은', '편의점', '불편하기', '짝', '없는', '곳', '이었다가', '고단', '삶', '위로', '웃음', '나누는', '특별한', '공간', '된다']"
미드나잇 라이브러리  평행우주 에디션,매트 헤이그 노진선,인플루엔셜,년 월 일,76,소설시희곡,"['영국', '요크셔', '출신', '동화', '작가', '겸', '소설가', '출', '간', '첫', '소설', '영국', '가족', '비롯', '하여', '편의', '성인', '대상', '작품', '편의', '동화', '청소년', '소설', '발표', '해왔다', '대', '초반', '정신', '위기', '맞은', '절벽', '끝', '서서', '스스로', '생', '마감', '하려던', '우울증', '불안장애', '깨닫고', '사랑', '사람과', '가족', '도움', '받아', '건강', '회복했다', '오랜', '독서', '글쓰기', '싸운', '끝', '전업', '작', '가로', '삶', '시작', '글', '이란', '어둠', '속', '발견', '일종', '구원', '셈이었다기', '발', '상상력', '유머', '위트', '더해진', '작품', '아동', '성인', '세대', '막론', '독자', '많은', '호평', '특히', '출', '간', '미드나이트', '라이브러리', '뉴욕타임스', '베스트셀러', '영국', '아마존', '종합', '베스트셀러', '독일', '슈피겔', '주', '연속', '베스트셀러', '되며', '세계', '약', '부가', '판매', '되었다', '저자', '개인', '이야기', '담은', '에세이', '발표', '우울증', '극복', '과정', '담은', '지나는', '법', '영국', '위', '권', '머무는', '장기', '베스트셀러', '오르며', '마음', '건강', '대한', '시대', '가장', '영향력', '작가', '평', '미드나이트', '라이브러리', '주인공', '후회', '책', '펼쳤지만', '현실', '세계', '위로', '책', '가장', '두운', '밤', '에도', '빛', '찾을', '있다는', '희망', '메시지', '발견', '있을', '요크셔', '주', '셰필드', '태어나', '헐', '대학교', '영문학', '역사', '공부', '했고', '리즈', '대학교', '석사', '과정', '마쳤다', '뉴욕', '타임스', '재능', '탁월한', '작가', '라고', '극찬', '했고', '선데이', '익스', '프레', '스', '상상력', '풍부한', '젊은', '작가', '라고', '평', '기발한', '상상력', '유머', '위트', '더해진', '작품', '독자', '큰', '공감', '위로', '주며', '많은', '사랑', '받고', '첫', '판타지', '동화', '그림자', '숲', '비밀', '출', '간되', '해리', '포터', '마법사', '돌이', '받았던', '영국', '어린이', '직접', '선정', '상인', '레슬리', '스마', '티', '즈', '어워드', '수상', '카네기', '메달', '최종', '후보', '세', '번', '오르면서', '동화', '작', '가로서도', '인정', '부모님', '갑작스러운', '죽음', '시작', '그림자', '숲', '비밀', '영국', '전통', '판타지', '동화', '맥', '이으며', '매트', '헤이그', '어린이', '책', '작가', '로서', '가능성', '활짝', '열어', '주었다', '저자', '두', '번째', '소설', '에코', '보이므로', '소설', '인공', '지능', '가진', '에코', '위해', '온갖', '미래', '배경', '외계인', '유머', '위트', '삶', '들여다본', '소설', '휴먼', '외계인', '기록', '에드거상', '최종', '후보', '올랐고', '영화', '판권', '팔려', '작가', '직접', '각본', '쓰고', '우울증', '극복', '과정', '담은', '에세이', '살아야', '이유', '영국', '베스트셀러', '되며', '마음', '건강', '대하', '시대', '가장', '영향력', '작가', '자리매', '김', '주요', '작품', '휴먼', '영국', '가족', '리들리', '가족', '있으며', '어린이', '청소년', '위', '책', '썼다', '작품', '세계', '개', '언어', '번역', '되었다', '아내', '안드레아', '살아야', '천', '이유', '주는', '두', '루카스', '펄', '요크셔']","['밤', '시', '죽기', '에만', '열리는', '마법', '도서관', '두', '번째', '기회', '드립니다', '국내', '주요', '서점', '종합', '베스트셀러', '위', '책', '선정', '뉴욕타임스', '베스트셀러', '위', '영국', '아마존', '종합', '베스트셀러', '위', '매트', '헤이그', '소설', '미드나이트', '라이브러리', '출', '간', '만에', '독자', '마음', '사로잡으며', '눈물', '웃음', '뭉클한', '감동', '선사', '죽기로', '결심', '주인공', '노라', '시드', '삶', '죽음', '사이', '존재', '미스터리', '도서관', '미드나이트', '라이브러리', '눈', '뜨며', '두', '번째', '기회', '얻는', '소설', '노라의', '가장', '완벽한', '삶', '찾는', '모험', '따라가며', '있', '음', '살아가는', '대한', '깊은', '통찰', '보여준다', '책', '덮는', '기대', '된다', '반려', '책', '만났다', '다시', '봐야겠다는', '힘', '얻었다', '책', '읽은', '독자', '뜨거운', '반응', '힘', '입어', '주요', '서점', '책', '선정', '되었고', '열기', '되고', '삶', '대한', '공감', '삶', '대한', '긍정', '살아야', '이유', '깊은', '통찰', '력', '매트', '헤이그', '작가', '보내는', '공감', '위로', '메시지', '세대', '성별', '아우르며', '세계', '독자', '마음', '사로잡았다', '뉴욕타임스', '베스트셀러', '위', '영국', '아마존', '종합', '베스트셀러', '위', '기록', '했고', '미국', '아마존', '뉴욕타임스', '주', '독일', '슈피겔', '에서도', '주', '연속', '장기', '베스트셀러', '올랐다', '덴마크', '이탈리아', '스페인', '루마니아', '타이완', '이란', '세계', '각지', '출', '간되', '며', '글로벌', '인기', '누리']"
스튜어트 미분적분학,  미분적분학 교재편찬위원회,북스힐,년 월 일,63,대학교재,[],"['세계', '가장', '미적분학', '교재', '제임스', '스튜어트', '제판', '번역', '서', '북스힐', '출', '간', '스튜어트', '미적분학', '판', '개정판', '새롭게', '출', '간', '되었다']"
파친코 ,이민진 신승미,인플루엔셜,년 월 일,62,소설시희곡,"['세계', '뜨거운', '관심', '사랑', '받고', '계', '미국인', '소설가', '경계', '으로서의', '날카로운', '시선', '공감', '바탕', '통찰', '력', '복잡다단한', '역사', '본질', '포착', '하며', '제인', '오스틴', '조지', '엘리엇', '잇는', '작가', '찬사', '속', '세계', '작가', '발돋움', '태어난', '작가', '가족', '미국', '뉴욕', '건너갔다', '일대', '역사학', '공부', '후', '조지타운', '대학교', '로스쿨', '졸업', '변호사', '했으나', '건강', '문제', '그만두게', '되면서', '오랜', '꿈이었던', '글쓰기', '시작', '단편소설', '발표', '하며', '주목', '받기', '시작', '했고', '미국', '이민자', '이야기', '담은', '첫', '장편소설', '백만장자', '위', '공짜', '음식', '작가', '로서', '이름', '알렸다도', '번째', '장편소설', '파친코', '작가', '역사학', '학생', '이었던', '자이니치', '라', '불리는', '재일조선인', '이야기', '써야겠다고', '결심', '후', '출', '간', '되기까지', '가까운', '세월', '혼신', '노력', '기울여', '집필', '대작', '일본', '계', '미국인', '남편', '연간', '일본', '머물며', '방대하고', '치밀한', '조사', '취재', '끝', '이야기', '완성', '대에', '걸친', '가족사', '일제강점기', '전쟁', '일본', '버블경제', '이르', '기', '까지의', '역사', '흐름', '속', '다룬', '책', '출', '간', '미국', '사회', '큰', '반향', '일으켰다', '뉴욕타임스', '투데이', '아마존', '개', '넘는', '주요', '매체', '앞', '다투어', '책', '선정', '했고', '미도', '서', '최종', '후보', '올랐다', '개국', '번역', '출', '간되', '며', '세계', '베스트셀러', '오른', '파친코', '새로운', '역사', '써', '나가고', '이민', '진', '작가', '뉴욕', '거주', '하며', '한국인', '디아스포라', '부작', '완결', '될', '세', '번째', '장편소설', '집필', '몰두하고']","['역사', '버렸지만', '상관없다', '역사', '외면', '당', '재일조선인', '가족', '대', '서', '사극', '세계', '감동', '시킨', '이민', '진', '작가', '화', '제작', '파친코', '새롭게', '출', '간', '한국인', '이야기', '주인공', '될', '가치', '가능한', '오래', '한국인', '이야기', '쓰고', '싶다', '독자', '대에', '걸친', '재일조선인', '가족', '이야기', '그린', '세계', '베스트셀러', '이민', '진', '작가', '장편소설', '파친코', '새롭게', '출', '간', '되었다', '파친코', '재미교포', '세대', '이민', '진', '작가', '달', '세월', '걸쳐', '집필', '대하', '소설', '출', '간', '되어', '뉴욕타임스', '베스트셀러', '올랐다', '세계', '개국', '번역', '수출', '되었으며', '아마존', '개', '주요', '매체', '책', '선정', '되었을', '뿐', '아니라', '미도', '서', '최종', '후보', '이름', '올리며', '평단', '대중', '사로잡은', '작품', '버락', '오바마', '미국', '대통령', '으로부터', '회복', '연민', '대한', '강력한', '이야기', '찬사', '받으며', '주목', '지난', '판권', '계약', '종료', '되며', '절판', '되었던', '파친코', '새로운', '번역', '디자인', '독자', '돌아왔다', '첫', '문장', '역사', '버렸지만', '상관없다에서부터', '원문', '의미', '충실하게', '전달', '하고자', '했으며', '작품', '특유', '속', '도감', '문체', '살리고자', '노력', '작가', '의도', '구조', '흐름', '살리기', '위해', '총', '세', '파트', '투', '고향', '부', '모국', '부', '파친코', '원서', '구성', '그대로', '따랐다', '새', '출', '간', '기념', '독자', '보내는', '글', '한국인', '이야기', '쓰는', '이유', '밝혔다', '작가', '매력', '이기', '라며', '한국인', '지적', '으로나', '감성', '으로나', '깊이', '이야기', '주인공', '될', '가치', '들이기에', '앞', '이야기', '젊은', '세대', '들려주고', '싶다며', '독자', '각별', '애정', '표']"
작별인사,김영하,복복서가,년 월 일,45,소설시희곡,"['강원도', '화천', '태어나', '군인', '여러', '지역', '옮겨', '다니며', '성장했다', '잠실', '신', '천', '중학교', '잠실', '고등학교', '졸업', '연세대학교', '경영학', '학사', '석사', '취득', '번', '작가', '될', '이라고', '않았지만', '대학원', '재학', '이던', '연대', '초', '통신', '하이텔', '올린', '짤막한', '콩트', '뜨거운', '반응', '얻는', '보고', '작가', '재능', '깨', '달았다', '아내', '살며', '여행', '요리', '그림', '그리기', '정원', '좋아한', '다년', '계간', '리뷰', '거울', '대한', '명상', '발표', '하며', '작품', '활동', '시작', '장편소설', '살인자', '기억', '법', '목소리', '들려', '퀴즈쇼', '빛', '제국', '검은', '꽃', '아랑', '나를', '파괴', '권리', '소설', '집', '두', '일이', '일어났는지는', '오빠', '돌아왔다', '엘리베이터', '낀', '되었나', '호출', '여행', '관', '산문', '여행', '이유', '오래', '준비', '해온', '대답', '냈고', '산문', '집', '삼부작', '말', '읽다', '삼부작', '랄랄라', '하우스', '스콧', '피츠제럴드', '위대한', '개츠비', '번역', '문학동네', '작가', '동인문학상', '황순원문학상', '만해문학상', '현대문학', '이상문학상', '김유정', '문학상', '수상했다', '작품', '미국', '프랑스', '독일', '일본', '이탈리아', '네덜란드', '터키', '해외', '각국', '활발하게', '번역', '출', '간되']","['도와줄', '없는', '상황', '헤쳐', '나가야', '지켜야', '약속', '붙잡고', '싶은', '온기', '김영하', '살인자', '기억', '법', '만에', '내놓는', '장편소설', '작별', '인사', '그리', '멀지', '않은', '미래', '배경', '별안간', '삶', '송두리째', '뒤', '흔들린', '소년', '여정', '좇는다', '유명한', '기업', '연구원', '쾌적하고', '평화롭게', '살아가던', '철', '날', '갑자기', '수용', '소로', '끌려가', '난생처음', '날것의', '감정', '가득한', '혼돈', '세계', '맞닥뜨리', '게', '되면서', '정신', '신체', '위기', '직면', '동시', '사회', '배제', '만나', '생생한', '소', '속', '감', '느끼고', '따뜻한', '우정', '싹', '틔운다', '철', '용소', '탈출', '하여', '집', '돌아가기', '위해', '길', '떠나지만', '여정', '피', '없는', '질문', '기다리고']"
공정하다는 착각,마이클 샌델 함규진,와이즈베리,년 월 일,39,사회 정치,"['정의', '열풍', '불러일으켰다', '세', '최연', '소', '하버드', '대학교', '교수', '되었고', '세', '자유', '주의', '이론', '대가', '존', '롤스', '정의론', '비판', '자유', '주의', '정의', '한계', '발표', '세계', '명성', '얻었다', '하버드', '대학교', '정치철학', '가르치고', '있으며', '수업', '학생', '사이', '최고', '명', '강의', '손', '꼽힌다', '존', '롤스', '정의', '분야', '세계', '학자', '인정받는', '명실', '공', '히', '시대', '최고', '석', '학', '이자', '철학', '계', '록스타', '대표', '저서', '정의', '란', '인가', '돈', '없는', '정치', '도덕', '말', '완벽', '대한', '반론', '정의', '한계', '마이클', '샌델', '중국', '만나다는', '중국', '철학', '연구자', '마이클', '샌델', '이론', '저작', '동양', '철학', '분석', '평론', '대한', '샌델', '모은', '동', '서양', '철학', '대화', '살펴봄으로써', '마이클', '샌델', '정의', '새롭게', '경험', '있을']","['마이클', '샌데', '만의', '신간', '공정하다는', '착각', '출', '간', '샌델', '기울어진', '사회', '구조', '이면', '도사', '린', '능력', '주의', '덫', '해체', '또다시', '공정', '화두', '언론', '미디어', '부유', '층', '빈곤층', '청년', '장년', '정치인', '입', '끊임없이', '쏟아져', '나온다', '기업', '정규직', '비정규직', '논란', '비롯', '공정', '채용', '문제', '혼란', '빠져', '정치권', '에선', '공정', '경', '제법', '재난', '지', '원금', '대한', '각기', '해석', '떠들썩하다', '대통령', '공정', '불공정', '부르는', '상황', '언급', '하며', '어려움', '토로', '하기도', '이렇듯', '공정', '이라는', '화두', '두고', '각계', '각층', '충돌', '상황', '마이클', '샌델', '하버드대', '교수', '돈', '없는', '만에', '쓴', '신간', '공정하다는', '착각', '출', '간', '되었다', '책', '란', '원', '제로', '미국', '현지', '출', '간', '되어', '뜨거운', '반응', '얻고', '직역', '능력', '주의', '폭정', '공', '동선', '만드나', '샌델', '책', '노력', '성공할', '있다고', '너무나도', '당연히', '해왔던', '개인', '능력', '사하고', '보상', '주는', '능력', '주의', '근본', '크게', '잘', '못', '되어', '있다고', '주장', '능력', '주의', '제대로', '공정하게', '작동', '있는지', '공정함', '정의', '란', '공식', '정말', '맞는', '진지하게', '되', '짚어', '본다']"
반도체 공학 연습문제 풀이집 ,김동명,한빛아카데미,년 월 일,38,대학교재,"['서울대학교', '공과대학', '전자공학', '학사', '석', '년를', '과학기술', '연구원', '연구원', '근무', '하였다', '국비', '유학생', '선발', '되어', '미국', '미네소타', '대학교', '전기공학', '박사', '학위', '년를', '취득', '하였다', '국민', '대학교', '전자공학', '부', '교수', '재직', '중이', '며', '반도체', '공학', '전자기학', '집적회로', '강의', '반도체', '집적회로', '연구실', '반도체', '소자', '분야', '핵심', '전문', '인력', '양성', '반도체', '소자', '집적회로', '설계', '제작', '특성', '분석', '모델링', '분야', '전문가', '로서', '활발히', '연구', '수행', '있으며', '등재', '널', '약', '편의', '논문', '발표', '하였다', '문화', '재단', '해외', '연', '교수', '선정', '되었으며', '국민', '대학교', '우수', '교수', '상교', '저서', '로는', '반도체', '공학', '한빛', '미디어', '있으며', '매년', '기업체', '반도체', '소자', '강의', '주', '회시', '간', '디스플레이', '동부', '텍']","['책', '반도체', '공학', '한빛', '미디어', '수록', '연습', '문제', '풀이', '집', '반도체', '공학', '전공', '학생', '뿐', '아니라', '분야', '실무', '위', '책', '주', '교재', '수록', '연습', '문제', '의도', '제대로', '이해', '답', '있도록', '도와준다', '특히', '주어진', '문제', '푸는', '주', '교재', '찾아보는', '줄이기', '위해', '이론', '전개', '과정', '최대한', '생략', '않았다', '이로써', '반도체', '공학', '대한', '궁금증', '해결', '있을']"
혼창통,이지훈,쌤앤파커스,년 월 일,38,경제 경영,"['서울대', '경제학', '졸업', '동', '대학원', '석사', '거쳐', '한양대', '경제학', '박사', '학위', '조선일보', '경제', '부', '금융', '팀', '장', '증권', '팀', '장', '경', '부장', '거쳤으며', '위', '클리', '비즈', '편집장', '지냈다', '프리미엄', '경', '섹션', '위', '클리', '비즈', '저자', '세계', '경영', '대가', '인터뷰', '글로벌', '뉴스', '심층', '분석', '함', '우리나라', '피니언', '리더', '멘토', '자리매', '김', '세종대', '경영학', '교수', '재직', '중이', '며', '같은', '최고경영자', '과정', '혼', '창', '통', '아카데미', '주임', '교수', '로서', '기업', '임원진', '필요한', '강의', '엄선', '경영', '대가', '세', '성공', '키', '워드', '추출', '전작', '혼', '창', '통', '예스', '을해', '책', '성경제', '연구소', '휴가', '철', '읽어야', '책', '선정', '되었다', '밖에', '단', '이기는', '힘', '메시지', '썼다', '성', '그룹', '그룹', '장단', '회의', '비롯', '현대차', '롯데', '현대', '중공업', '신한은행', '국민은행', '오리온', '풀무원', '수많은', '기업', '특강', '하며', '경영', '인사이트', '나누었다', '세종대', '경영', '학부', '교수', '재직', '중이']","['수많은', '초', '일류', '기업', '경제', '경영', '석', '학', '대한', '심층', '취재', '바탕', '이야기', '일관', '되게', '흐르고', '메시지', '키', '워드', '발견', '하여', '공개', '혼', '창', '통', '책', '모든', '성공', '성취', '비결', '키', '워드', '혼', '창', '통', '꼽', '강력한', '통찰', '실천', '적이면서도', '종합', '해법', '제시', '국내', '유력', '간지', '경제', '섹션', '위', '클리', '비즈', '편집장', '이자', '경제학', '박사', '저자', '비', '전과', '창조', '소통', '세기', '가장', '중요한', '화두', '라고', '말', '스티브', '잡스', '애플', '모리', '즈', '교세라', '명예', '회장', '정준양', '포스코', '회장', '번트', '슈미트', '컬럼비아대', '교수', '하워드', '가드', '하버드대', '교수', '같은', '수많은', '대가', '황금', '같은', '메시지', '사례', '추출', '성공', '비밀', '상세', '하고도', '치밀하게', '분석', '하여', '전달', '명확하고', '원대한', '비전을', '세울', '인가', '유연하고', '기발한', '창의성', '이끌어', '낼', '인가', '조직', '내부', '비롯', '외부', '거래처', '고객', '나아가', '모든', '사람과', '원활한', '소통', '이루어', '낼', '인가', '문제', '모든', '조직', '개인', '비즈니스', '삶', '대한', '조언', '담겨', '있으며', '성공', '원동력', '이끌어내고', '성공', '이르는', '확실한', '로드맵', '보여주고자', '시도', '책', '삶', '조직', '운영', '원리', '대한', '깊이', '통찰', '발견', '이를', '활용', '방법', '대한', '도움', '얻을', '있을']"
