도서명,저자,출판사,발행연도,대출횟수,카테고리,저자소개,책소개
현대 사회의 성사랑에로티시즘,앤서니 기든스,새물결,년 월 일,16,인문,"['현', '대', '사회학', '계', '세계', '석', '학', '영국', '대표', '사회학', '고전', '사회학', '이론', '대한', '면밀한', '통찰', '구조', '화', '이론', '이라는', '독자', '사회', '이론', '제시', '근대성', '대한', '재고', '성찰', '근대화', '이론', '제시', '대표', '업적', '사회', '이론', '가로서의', '명성', '세계', '되고', '사회학', '입문', '서인', '현', '대', '사회학', '저자', '이기도', '지은', '책', '자본주의', '현대', '사회', '이론', '성찰', '근대화', '공저', '현대', '사회', '성사', '랑', '로티', '시', '즘', '제의', '길', '노동', '미래', '케임브리지대', '교수', '런던', '정치', '경제', '대학교', '학장', '역임', '후', '런던', '정치', '경제', '대학교', '명예', '교수', '재직', '중이']","['책', '미덕', '얼핏', '줄기', '유행', '휘', '몰아치고', '듯', '보일', '섹슈얼리티', '문제', '땅', '끌어내려', '되돌아보게', '만드는', '계기', '삼는다는', '데', '섹슈얼리티', '삶', '역사', '지형도', '속', '자리매', '김함', '구체', '성찰', '나아갈', '있게', '길', '열어', '준다']"
빅 히스토리,데이비드 크리스천 신시아 브라운 크레이그 벤저민 이한음,웅진지식하우스,년 월 일,14,인문,"['옥스퍼드', '대학', '러시아사', '전공', '했으며', '버몬트', '대학교', '제임스', '마시', '교수', '이자', '호주', '매콰리', '대학교', '교수', '빅뱅', '에서부터', '시작', '우주', '발전', '지구', '탄생', '인류', '출현', '과정', '일어난', '다양한', '상호작용', '포괄', '거', '대사', '연구', '창시자', '이며', '세기', '새로운', '세계사', '지', '구사', '분야', '세계', '석', '학', '이기도', '이화여자대', '지', '구사', '연구소', '에서도', '학기', '히스토리', '강의', '빌', '게이츠', '후원', '받아', '미국', '등지', '고등학생', '히스토리', '가르칠', '온라인', '커리큘럼', '히스토리', '프로젝트', '참여', '지도', '거', '대사', '대한', '서론', '세계사', '학회', '선정', '최고', '도서', '수상했다', '국내', '번역', '책', '으로는', '세계사', '새로운', '대안', '거', '대사', '서해', '문집', '있으며', '지은', '책', '러시아', '역사', '중앙', '아시아', '몽골', '제정', '러시아', '소비에트', '물']","['최재천', '이화여대', '석좌교수', '김서형', '히스토리', '유라시아', '센터', '교수', '장강', '명', '소설가', '추천', '사피', '엔', '스', '읽었다면', '책', '펼쳐라', '최재천', '히스토리', '창시자', '데이비드', '크리스천', '마스터피스', '세계', '최고', '권위자', '집대성', '히스토리', '바이블', '호모사피엔스', '지구', '가장', '강력한', '종이', '되었나', '억', '우주', '지구', '문명', '역사', '한눈', '꿰뚫는', '지적', '항해', '빌', '게이츠', '투자', '미래', '인류', '위', '통합', '교양', '역사', '잡고', '빅뱅', '자정', '자정', '이라고', '했을', '인류', '역사', '분', '불과하다', '인류', '그토록', '단기간', '지구', '가장', '우세한', '종', '거듭', '났을까', '성장', '혁신', '일으키는', '원동력', '인가', '세계', '연결', '되는가', '앞', '마주', '미래', '모습', '일까', '불확실', '성', '높아지고', '수많은', '도전', '직면', '에게는', '거', '시적', '바라보게', '해줄', '히스토리', '틀', '절실', '히스토리', '거', '대사', '분야', '석', '학', '데이비드', '크리스천', '신시', '브라운', '크', '레이', '벤저민', '히스토리', '연구', '집대성', '결과물', '세', '저자', '연구', '경력', '합', '이를', '학계', '최고', '드림팀', '집필', '가장', '완성', '높고', '검증', '히스토리', '바이블', '저자', '문턱', '새로운', '출현', '전환', '국면', '중심', '억', '이르는', '우주', '지구', '생명', '문명', '역사', '한눈', '아우른다', '지리학', '생물학', '고고학', '인류학', '경제학', '다양한', '학문', '바탕', '변화', '추세', '혁신', '메커니즘', '다각도로', '조명', '여느', '세계사', '문', '명사', '책', '달리', '집단', '학습', '기술', '혁신', '교환', '망', '중요성', '강조', '눈길', '끈다', '자연과학', '인문학', '결합', '파편', '화', '역사', '편의', '장대', '서사', '완성', '하며', '세기', '역사', '새로운', '지평', '연', '히스토리', '정수', '담은', '책', '문이과', '통합', '교육과정', '밟는', '청소년', '에게는', '융합', '지식', '묘미', '깨울', '입문', '서로', '사피', '엔', '스', '총', '균', '쇠', '독자', '에게는', '근간', '히스토리', '세계', '안', '교양', '서로', '자리매', '김']"
물고기는 존재하지 않는다,룰루 밀러 정지인,곰출판,년 월 일,12,자연과학,"['방송', '계', '퓰리처상', '불리는', '피어', '버디', '수상한', '과학', '문', '기자', '넘게', '미국', '공', '라디오', '방송국', '행동', '형성', '보이지', '않는', '힘들에', '관', '이야기', '나누는의', '인비', '빌리아의', '공동', '기획', '뉴욕', '공', '라디오', '방송국', '라디오', '랩', '두', '자주', '참여', '있으며', '뉴요커', '오리온', '렉', '트릭', '리터', '리처', '캐터펄트', '글', '기고', '해왔다', '지구', '가장', '좋아하는', '지점', '험', '프', '백락', '블루', '리지', '산맥', '험프', '백산', '정상', '부근', '녹암', '노두', '룰루', '밀러', '논픽션', '데뷔', '작', '물고기', '존재', '않는다는', '전기', '이자', '회고록', '이자', '과학', '험담', '혼돈', '항상', '승리', '세계', '꿋꿋', '버텨내는', '삶', '관', '우화', '읽히는', '경이', '로운', '책']","['방송', '계', '퓰리처상', '피버디상', '수상자', '룰루', '밀러', '사랑', '혼돈', '과학', '집착', '관', '경이', '롭고', '충격', '데뷔', '작', '방송', '계', '퓰리처상', '불리는', '피어', '버디', '수상한', '과학', '전문', '기자', '룰루', '밀러', '경이', '로운', '논픽션', '물고기', '존재', '않는다는', '여러', '언론', '매체', '최고', '책', '선정', '수많은', '찬사', '받은', '화제', '베스트셀러', '집착', '가까울', '자연계', '질서', '부여', '하려', '했던', '세기', '과학자', '삶', '흥미롭게', '좇아가', '책', '독자', '혼돈', '복판', '데려가서', '믿고', '있던', '삶', '질서', '관해', '의문', '기한', '물고기', '존재', '않는다는', '엄연한', '그렇다면', '잘못', '알', '있을까', '말', '에게는', '질문', '살아가는', '데', '아무런', '영향', '미치지', '않을', '바라보는', '진실한', '관계', '한층', '가까이', '다가가기', '위해', '노력', '에게는', '분명히', '책', '놀라운', '영감', '한쪽', '치우치지', '않는', '폭넓은', '시야', '제공', '줄', '물고기', '존재', '않는다면', '세계', '관해', '아직', '모르고', '뭐', '있을까', '범주', '무너질', '일까', '구름', '생명', '존재', '있을까', '알겠는가', '해왕성', '다이아몬드', '비', '내린다는데', '정말', '과학자', '알아냈다', '오래', '검토', '할수록', '이상한', '곳', '밝혀질', '쪽']"
미학이론,,문학과지성사,년 월 일,12,인문,"['독일', '프랑크푸르트', '출생', '철학자', '사회학', '예술', '이론가', '로서', '프랑크푸르트학파', '중심', '인물', '헤겔', '마르크스', '전통', '속', '성장한', '변증법', '비판', '이론', '현상학', '실존', '철학', '신', '실증', '주의', '경직', '화', '마르크스', '주의', '날카롭게', '맞서면서', '관리', '사회', '본질', '문제', '규명', '극복', '하고자', '하였으며', '휴머니즘', '성적', '사회', '건설', '부르짖은', '연대', '독일', '학생', '운동', '이론', '기반', '제공', '하기도', '주요', '저서', '로는', '인식론', '비판', '대한', '비판', '새로운', '음악', '철학', '계몽', '변증법', '호르', '크하이', '머', '와의', '공저', '부정', '변증법', '미학', '이론']","['예술', '관', '자명하지', '않다는', '자명해졌다는', '진술', '시작', '책', '아도르노', '최후', '작', '이자', '아도르노', '이론', '총', '결산', '철학', '사회학', '예술', '이론', '걸치는', '다양한', '주제', '대한', '심오한', '변증법', '탐구', '이루어져', '있다의', '책', '의하면', '현대', '산업', '사회', '고도', '합리', '수단', '비합리적', '지배', '관계', '본질', '속성', '관리', '사회', '로서', '부자유', '영속', '화', '사회', '가속', '비인간', '화', '되고', '야만', '화', '세계', '근본', '변해야', '세계', '사회주의', '리얼리즘', '문화', '산업', '산', '물들은', '방향성', '상이', '함', '에도', '불구', '지배', '도구', '점', '관리', '사회', '현실', '순응', '한다는', '점', '동일할', '뿐', '이며', '와는', '달리', '진정한', '예술', '관리', '사회', '대해', '총', '체적', '부정', '자리', '선다', '그렇게', '되는가', '난해하면서도', '현대', '사회', '있', '예술', '의미', '근본', '천', '착하는', '책', '미', '추', '예술', '자율성', '미학', '중심', '카테고리', '사회', '기반', '위', '변증법', '규명', '함', '쟁점적', '물음', '답']"
화학으로 이루어진 세상,권세훈,에코리브르,년 월 일,12,자연과학,"['고려대학교', '독어', '독문학', '대학원', '졸업', '뒤', '독일', '함부르크', '대학', '카프카', '포스트모더니즘', '관', '논문', '박사', '학위', '취득', '하였다', '옮긴', '책', '으로는', '잘못', '들어선', '길', '영혼', '수레바퀴', '펠리체', '보내는', '카프카', '편지', '혁명', '역사', '부엌', '철학', '영화', '연극', '권', '국문학', '번역', '원', '근무', '하며', '고려대학교', '출', '강하고']","['삶은', '과학', '긴밀한', '연관', '맺고', '일어나는', '화학', '사건', '시간대', '별로', '추적', '책', '고속도로', '정체', '세탁', '섬유', '유연제', '맛있는', '음식', '육체', '담긴', '비밀', '흥미로운', '시선', '풀어내었다', '자연과학', '일상', '삶', '사이', '관계', '살펴보는', '책', '읽는', '재미', '책', '화학', '원소', '나노입자', '화학', '모든', '분야', '포괄', '함', '조', '망', '가능', '케', '수박', '겉', '핥기', '식', '단편', '지식', '나열', '아니라', '화학', '걸어온', '길', '내지', '환경', '과의', '관계', '향후', '발전', '가능성', '대해', '체계', '접근', '화학', '지닌', '양면', '성', '이해', '과학', '대한', '올바른', '갖게']"
최신 대학물리학,  ,북스힐,년 월 일,11,대학교재,[],[]
글로벌시대의 국제금융론,최해범,두남,년 월 일,11,대학교재,"['부산대학교', '경제학', '부산대학교', '대학원', '경제학', '경제학', '석사', '부산대학교', '대학원', '경제학', '경제학', '박사', '졸업', '하였다', '행정고시', '합격', '하였으며', '재무부', '관세청', '경남', '신문', '논설', '위원', '창원', '대학교', '경상대', '학장', '겸', '경', '대학원', '장', '창원', '대학교', '교무', '처', '장', '역임', '총장', '직무', '대행', '하였다', '창원', '대학교', '국제무역', '학과', '교수', '재직', '중이', '주요', '저서', '경제학', '원론', '박영', '공저', '무역', '학', '원론', '일신']","['이제껏', '대학', '대학원', '국제', '금융', '과목', '필수', '학생', '가르치고', '그만큼', '오늘날', '국제경제', '흐름', '실물', '경제', '못지않게', '금융', '중요한', '요소', '자리', '잡고', '있다는', '증거', '고등학교', '에서도', '이긴', '국제', '금융', '관', '기본', '소', '양', '교육', '실시', '보다도', '학생', '금융', '관', '기', '초지', '식', '이며', '기본', '원리', '터득', '하도록', '게', '필요한', '시점', '이기', '글로벌', '시대', '국제', '금융', '이론', '관해', '보완', '개정', '시도', '하였다', '개정판', '출', '간', '중점', '고려', '했던', '부문', '국제', '금융', '세계', '경제', '효율', '연결', '시킬', '다국적', '기업', '자금', '조달', '운용', '포함', '시켰다', '환', '위험관리', '포함', '파생', '금융', '상품', '관해', '구체', '언급', '하였고', '특히', '통화', '스와프', '거래', '통화', '선물거래', '통화', '옵션거래', '최신', '파생', '금융', '상품', '관', '내용', '보완', '하였다', '국제수지', '조정', '정책', '내용', '신설', '하였고', '국제', '금융', '시스템', '추가', '하였다', '국가', '지역별', '외환위기', '발생', '현황', '점검', '하였다']"
트렌드 코리아  ,김난도 전미영 최지혜 이수진 권정윤,미래의창,년 월 일,10,경제 경영,"['교수', '트렌드', '연구자', '컨설턴트', '작가', '서울대학교', '생활', '과학', '대학', '학과', '학생', '가르치고', '생활', '과학', '연구소', '소비', '트렌드', '분석', '센터', '이끌며', '소비', '트렌드', '연구', '서울대학교', '교육', '매일경제', '신문', '정진기', '언론', '문화상', '학회', '최우수', '논문', '정책', '학회', '학술', '갤럽', '최우수', '논문', '지도', '마케팅', '협회', '공로상', '한중', '경영', '대상', '한중', '경제', '협력', '수상했다', '코웨이', '아모레퍼시픽', '에버랜드', '현대', '자동차', '텔레콤', '그룹', '신한카드', '외식산업', '연구원', '신세계', '그룹', '경영', '경제', '연구소', '롯데', '마트', '제일기획', '라마', '이스터', '플라자', '여러', '주요', '기업', '자문', '하며', '이론', '지식', '실무', '경험', '시너지', '도모', '데도', '힘', '쏟고', '해피', '김난도', '트렌드', '플러스', '라디오', '프로그램', '진행', '했으며', '형', '대규모', '온라인', '공', '개강', '좌', '시장', '이라는', '강좌', '운영', '유튜브', '채널', '트렌들', '코리아', '개설', '트렌드', '콘텐츠', '업로드', '째', '트렌드', '코리아', '시리즈', '매년', '집필', '하며', '언택트', '뉴트', '세포', '마켓', '필', '환경', '가심', '비', '편리', '미엄', '코나미', '트렌드', '신조어', '발표', '바', '외', '에도', '트렌드', '코리아', '영문', '판', '트렌드', '로드', '뉴욕', '임파', '서', '블', '트렌드', '차이나', '공저', '럭셔리', '코리아', '소비', '트렌드', '경', '경', '영서', '아프니까', '청춘', '천', '번', '흔들려야', '어른', '된다', '김난도', '웅크린', '삶', '이니까', '에세이', '출', '간']","['높은', '도약', '준비', '검은', '토끼', '세계', '화의', '종말', '갈등', '분열', '전쟁', '간', '이어져', '온', '평화', '공존', '시대', '막', '내리고', '엄청난', '위기', '감', '속', '다가올', '미래', '두려워', '자산', '시장', '증시', '버블', '붕괴', '글로벌', '경제', '위기', '데자뷔', '보는', '듯', '제의', '외환위기', '경고', '들려온다', '부정', '전망', '압도', '목전', '두고', '소비', '트렌드', '전망', '가장', '중요한', '반복', '되고', '달라질', '인가', '구별', '작업', '불황', '기', '소비', '패턴', '과거', '비교', '보는', '소비', '형성', '사라지는', '시대', '흐름', '분석', '이른바', '평균', '실종', '가장', '첫', '번째', '키', '워드', '이유', '변화', '속도', '더욱', '빨라지는', '대한민국', '선택', '인가']"
 중급회계,신현걸 최창규 김현식,도서출판 지승,년 월 일,10,수험서 자격증,"['고려대학교', '경영학', '졸업', '후', '조지', '워싱턴', '대학교', '회계학', '석사', '고려대학교', '경영학', '박사학위', '취득', '공인', '회계사', '미국', '공인', '회계사', '자격', '지니', '있으며', '공인', '회계사', '세무사', '시험', '출제', '위원', '금융감독원', '회계', '도실', '자문', '교수', '회계', '심의', '위원회', '위원', '회계기준', '원', '회계기준', '자문', '위원회', '위원', '지냈다', '건국', '대학교', '경영', '대학교수', '재직', '중이', '저서', '로는', '급', '회계', '급', '회계', '입문', '밀레니엄', '회계', '원리', '정부회계', '저서', '논문']","['많든', '적든', '매년', '국제', '회계기준', '제정', '또는', '개정', '되기', '본서', '급', '회계', '개정', '작업', '연중', '이루어지고', '개정', '판', '적용', '하기로', '개정', '되었으나', '적용', '시점', '연기', '거나', '새로', '개정', '되어', '적용', '내용', '반영', '하였으며', '에도', '본', '서', '내용', '단계', '발전', '시키기', '위', '하여', '여러', '곳', '업그레이드', '하였다']"
파친코 ,이민진 신승미,인플루엔셜,년 월 일,10,소설시희곡,"['세계', '뜨거운', '관심', '사랑', '받고', '계', '미국인', '소설가', '경계', '으로서의', '날카로운', '시선', '공감', '바탕', '통찰', '력', '복잡다단한', '역사', '본질', '포착', '하며', '제인', '오스틴', '조지', '엘리엇', '잇는', '작가', '찬사', '속', '세계', '작가', '발돋움', '태어난', '작가', '가족', '미국', '뉴욕', '건너갔다', '일대', '역사학', '공부', '후', '조지타운', '대학교', '로스쿨', '졸업', '변호사', '했으나', '건강', '문제', '그만두게', '되면서', '오랜', '꿈이었던', '글쓰기', '시작', '단편소설', '발표', '하며', '주목', '받기', '시작', '했고', '미국', '이민자', '이야기', '담은', '첫', '장편소설', '백만장자', '위', '공짜', '음식', '작가', '로서', '이름', '알렸다도', '번째', '장편소설', '파친코', '작가', '역사학', '학생', '이었던', '자이니치', '라', '불리는', '재일조선인', '이야기', '써야겠다고', '결심', '후', '출', '간', '되기까지', '가까운', '세월', '혼신', '노력', '기울여', '집필', '대작', '일본', '계', '미국인', '남편', '연간', '일본', '머물며', '방대하고', '치밀한', '조사', '취재', '끝', '이야기', '완성', '대에', '걸친', '가족사', '일제강점기', '전쟁', '일본', '버블경제', '이르', '기', '까지의', '역사', '흐름', '속', '다룬', '책', '출', '간', '미국', '사회', '큰', '반향', '일으켰다', '뉴욕타임스', '투데이', '아마존', '개', '넘는', '주요', '매체', '앞', '다투어', '책', '선정', '했고', '미도', '서', '최종', '후보', '올랐다', '개국', '번역', '출', '간되', '며', '세계', '베스트셀러', '오른', '파친코', '새로운', '역사', '써', '나가고', '이민', '진', '작가', '뉴욕', '거주', '하며', '한국인', '디아스포라', '부작', '완결', '될', '세', '번째', '장편소설', '집필', '몰두하고']","['역사', '버렸지만', '상관없다', '역사', '외면', '당', '재일조선인', '가족', '대', '서', '사극', '세계', '감동', '시킨', '이민', '진', '작가', '화', '제작', '파친코', '새롭게', '출', '간', '한국인', '이야기', '주인공', '될', '가치', '가능한', '오래', '한국인', '이야기', '쓰고', '싶다', '독자', '대에', '걸친', '재일조선인', '가족', '이야기', '그린', '세계', '베스트셀러', '이민', '진', '작가', '장편소설', '파친코', '새롭게', '출', '간', '되었다', '파친코', '재미교포', '세대', '이민', '진', '작가', '달', '세월', '걸쳐', '집필', '대하', '소설', '출', '간', '되어', '뉴욕타임스', '베스트셀러', '올랐다', '세계', '개국', '번역', '수출', '되었으며', '아마존', '개', '주요', '매체', '책', '선정', '되었을', '뿐', '아니라', '미도', '서', '최종', '후보', '이름', '올리며', '평단', '대중', '사로잡은', '작품', '버락', '오바마', '미국', '대통령', '으로부터', '회복', '연민', '대한', '강력한', '이야기', '찬사', '받으며', '주목', '지난', '판권', '계약', '종료', '되며', '절판', '되었던', '파친코', '새로운', '번역', '디자인', '독자', '돌아왔다', '첫', '문장', '역사', '버렸지만', '상관없다에서부터', '원문', '의미', '충실하게', '전달', '하고자', '했으며', '작품', '특유', '속', '도감', '문체', '살리고자', '노력', '작가', '의도', '구조', '흐름', '살리기', '위해', '총', '세', '파트', '투', '고향', '부', '모국', '부', '파친코', '원서', '구성', '그대로', '따랐다', '새', '출', '간', '기념', '독자', '보내는', '글', '한국인', '이야기', '쓰는', '이유', '밝혔다', '작가', '매력', '이기', '라며', '한국인', '지적', '으로나', '감성', '으로나', '깊이', '이야기', '주인공', '될', '가치', '들이기에', '앞', '이야기', '젊은', '세대', '들려주고', '싶다며', '독자', '각별', '애정', '표']"
