도서명,저자,출판사,발행연도,대출횟수,카테고리,저자소개,책소개
칵테일 러브 좀비,조예은,안전가옥,년 월 일,39,소설시희곡,"['황금가지', '타임', '리프', '공모전', '오버', '랩', '나이프', '나이프', '우수상', '교보', '문고', '스토리', '공모전', '시프트', '대상', '수상했으며', '작', '으로는', '안전가옥', '첫', '번째', '장편소설', '뉴', '파크', '젤리', '장수', '대', '학살', '스노볼', '드라이브', '소설', '집', '칵테일', '러브', '좀비', '좋은', '이야기', '대해', '하며', '작품', '활동', '중이']","['안전가옥', '쇼트', '시리즈', '두', '번째', '책', '조예', '작가', '단', '편집', '안전가옥', '리지', '널', '시리즈', '첫', '책', '뉴', '파크', '젤리', '장수', '대', '학살', '탄탄한', '구성', '호러', '스릴러', '선보였던', '작가', '연출', '력', '단', '편집', '더욱', '다양한', '색채', '빛', '발', '미묘하지만', '분명한', '폭력', '감내해', '왔던', '여성', '빌런', '탄생', '그린', '초대', '물귀신', '숲', '귀신', '사이', '사랑스러운', '이끌', '림', '담은', '습지', '사랑', '블랙', '유머', '가부장제', '이면', '들여다보는', '오컬트', '좀비', '물', '칵테일', '러브', '좀비', '황금가지', '타임', '리프', '공모전', '우수상', '차지', '오버', '랩', '나이프', '나이프', '작품', '수록', '하였다']"
맨큐의 경제학,   김경환 김종석,센게이지러닝 ,년 월 일,37,대학교재,[],"['맨큐', '경제학', '제판', '판', '기본', '골격', '유지', '장의', '설명', '보강', '신', '문', '기사', '사례', '연구', '응용', '문제', '교체', '번역', '판', '변화', '최대한', '소화', '했고', '부록', '우리나라', '통계', '자료', '보완', '본문', '재', '검토', '자연스러운', '표현', '다듬었다']"
신의 물방울 최종장 마리아주 ,아기 타다시 오키모토 슈,학산문화사,년 월 일,35,만화라이트노벨,"['일해', '온', '기바', '야시', '신', '기바', '야시', '유코', '남매', '공동', '필명', '외', '에도', '공동', '명', '아리', '모리', '조지', '아마', '기', '세이', '마루', '아오키', '유야', '안도', '유마', '노', '히로', '아키', '필명', '흔히', '누나', '기바', '야시', '유코', '아기', '타다시', '동생', '기바', '야시', '신은', '아기', '타다시로', '나눠', '부른다', '두', '와인', '소재', '하여', '폭발', '반응', '일으킨', '신의', '물망', '물', '뿐', '아니라', '긴다이치', '소년', '사건', '부', '출가', '명', '소년', '탐정', '김전일', '시바', '토라', '대', '히트', '작', '작업', '하기도', '여러', '개', '필명', '작가', '베일', '가려진', '많았을', '뿐', '아니라', '표면', '동생', '기바', '야시', '신의', '프로필', '만이', '떠올라', '있었지만', '두', '공동', '필명', '이란', '밝혀지며', '세계', '만화', '시장', '번', '들썩였다', '아기', '타다시', '누나', '기바', '야시', '유코', '아기', '콤비', '로서', '활동', '에도', '개인', '으로는', '성지', '에서의', '만화', '원작', '르포', '기사', '게재', '프리', '저널리스트', '로서', '정열', '활동', '펴고', '아기', '타다시', '동생', '기자', '야시', '신은', '와세다', '대학', '정치', '경제', '학부', '졸업', '하였고', '소년', '매거진에', '입사', '하여', '다년', '간', '편집자', '활동', '하였다', '독립', '하여', '만화', '스토리', '작가', '소설가', '드라마', '기획', '자로', '다방면', '활동', '아시아', '뿐', '아니라', '와인', '본', '장인', '유럽', '에서도', '엄청난', '인기', '누리', '신의', '물방울', '두', '수면', '위로', '끌어', '올리는데', '가장', '큰', '역할', '작품', '분', '거리', '살며', '아파트', '채', '빌려', '공동', '와인', '셀러', '만들고', '만나', '와인', '마시며', '서로', '이야기', '하며', '과정', '스토리', '이끌어', '낸다는', '끊임없는', '대화', '공동', '집필', '한다고', '독특하면서도', '기발한', '스토리', '다양한', '팬층', '갖고', '행보', '앞', '거침', '없이', '나아갈']","['오랜', '세월', '걸친', '여행', '드디어', '종막', '향', '세계', '와인', '평론가', '간', '자키', '유타', '카', '남긴', '마디', '천상', '와인', '신의', '물방울', '도달', '이정표', '두', '와인', '수행', '거듭', '하여', '성장한', '시즈쿠', '요리', '와인', '마리', '도전', '신의', '물방울', '둘러싼', '잇세와의', '최종', '결전', '시작', '된다', '눈', '뗄', '없는', '와인', '만화', '결정', '판', '만나다']"
방금 떠나온 세계,김초엽,한겨레출판,년 월 일,32,소설시희곡,"['소설가', '년생', '포스텍', '화학', '전공', '생화학', '석사', '학위', '관내', '분실', '빛', '속도', '없다', '면', '과학', '문학상', '중단', '편', '대상', '가작', '수상하며', '작품', '활동', '시작', '쓴', '책', '소설', '집', '빛', '속도', '없다면', '원통', '안', '소녀', '지은', '책', '사이보그', '되다가', '여러', '앤솔러지', '참여', '작가', '문학동네', '젊은', '작가', '수상했다', '우주', '대해', '상상', '걸', '좋아하지만', '우주', '직접', '가고', '싶지는', '않은', '작가', '환상', '시공간', '여행', '외계', '행성', '탐사', '이야기', '열광한다', '취미', '두', '달마', '바뀌는데', '가장', '오래', '가는', '건', '게임', '집', '모든', '종류', '게임', '콘솔', '커다란', '스크린', '구비', '게임방', '만들고', '스스로', '완전히', '격리', '계획', '세우고']","['사랑', '입자', '타고', '낯선', '세계', '떠', '경이', '롭고', '아름다운', '우주', '저편', '이야기', '빛', '속도', '없다면', '김', '초연', '두', '번째', '소설', '집', '방금', '떠나온', '세계', '관내', '분실', '빛', '속도', '없다', '면', '과학', '문학상', '중단', '편', '대상', '가작', '동시', '수상하며', '문학', '미래', '떠오른', '김', '초연', '작가', '소설', '부가', '판매', '되었던', '첫', '소설', '집', '빛', '속도', '없다면', '만에', '나오는', '두', '번째', '소설', '집', '이기도', '젊은', '작가', '수상작', '인지', '공간', '문', '소설', '선정', '오래된', '협약', '포함', '나와', '세계', '사랑', '이해', '하려는', '마음', '쓴', '경이', '롭고', '아름다운', '편의', '소설', '담았다', '소설', '집', '작가', '섬세한', '문장', '꿋꿋한', '서사', '타자', '대한', '깊은', '사유', '더해', '세심', '관찰자', '로서', '낯선', '우주', '저편', '이야기', '김초', '협만', '세계', '안', '온전히', '담아', '낸다', '첫', '소설', '집', '간접', '으로만', '그려졌던', '사회', '문제', '발짝', '가까이', '끌어', '온다', '소설', '집', '작가', '섬세한', '문장', '꿋꿋한', '서사', '타자', '대한', '깊은', '사유', '더해', '세심', '관찰자', '로서', '낯선', '우주', '저편', '이야기', '김초', '협만', '세계', '안', '온전히', '담아', '낸다', '첫', '소설', '집', '간접', '으로만', '그려졌던', '사회', '문제', '발짝', '가까이', '끌어', '온다', '긴', '초엽', '그리는', '인물', '하나같이', '사랑', '이해', '바탕', '살아가지만', '사랑', '이해', '참고', '멈추는', '아니라', '현실', '안주', '사회', '전복', '꿈꾼다', '되기', '위해', '동생', '에게서', '도망', '치고', '캐빈', '방정식', '되기', '위해', '연인', '통보', '하며', '로라', '되기', '위해', '정상인', '테러', '일으킨다', '마리', '춤', '소외', '되고', '배제', '존재', '로서', '장애', '대한', '은유', '소설', '속', '인물', '드러난다']"
다정한 것이 살아남는다,브라이언 헤어 버네사 우즈 이민아 박한선,디플롯,년 월 일,31,자연과학,"['듀크', '대학교', '진화', '인류학', '심리학', '신경과학', '교수', '하버드', '대학교', '박사학위', '받았으며', '독일', '막스', '플랑크', '진화', '인류학', '연구소', '사람과', '심리학', '연', '그룹', '세웠다', '듀크', '대학교', '돌아온', '뒤', '듀크', '개', '인지', '능력', '연', '센터', '설립', '인지', '신경과학', '센터', '중요한', '일원', '이기도', '헤어', '개', '늑대', '보노보', '침팬지', '포함', '하여', '종', '동물', '연구', '시베리아', '콩고', '분지', '세계', '곳곳', '누', '볐으며', '스미스소니언', '매거진', '선정', '세', '이하', '세계', '우수', '과학자', '이름', '올렸다', '미국', '탐사보도', '프로그램', '분', '공', '방송', '과학', '프로그램', '노바', '네이처', '헤어', '연구', '특집', '다룬', '바', '내셔널', '지오', '그래픽', '와일드', '채널', '개는', '천재', '입', '진행', '디스커버리', '채널', '방영', '스티븐', '스필버그', '다큐멘터리', '시리즈', '증오', '하는가에', '참여', '버', '우즈', '개는', '천재', '디', '플롯', '다정한', '살아남는다디', '플롯', '출', '간', '했으며', '사이언스', '네이처', '미국', '국립', '과학', '원', '회보', '학술지', '편의', '과학', '논문', '발표']","['저자', '친필', '사인', '인쇄', '본국', '주요', '매체', '선정', '연년', '책책', '씨앗', '선정', '최고', '책', '전국', '도서관', '대회', '선정', '사서', '베스트', '도서', '출판', '문화상', '번역', '부문', '최종', '후보', '작', '김영하', '북', '클럽', '선정', '최초', '과학', '책', '문재인', '제대', '대한민국', '대통령', '추천', '도서', '최재천', '강양구', '이원영', '은유', '정세랑', '하마', '긴', '겨울', '서', '미란', '임지혜', '이다혜', '김', '경영', '추천', '유독', '작가', '사랑받은', '작가', '영감', '불러일으킨', '책', '가장', '간절한', '찾아온', '세기', '다윈', '계승', '쓴', '완벽한', '책', '정세랑', '작가', '쓴', '추천', '말', '책', '책', '가장', '간절한', '골라', '찾아온다', '다정한', '살아남는다', '한국어', '판', '출', '간', '독자', '뜨거운', '사랑', '받았으며', '누적', '판매', '부를', '넘어서며', '세계', '가장', '판매', '되었다', '가을', '방문', '브라이언', '헤어', '박사', '이를', '놀라운', '사건', '말', '하며', '다정한', '독자', '특별한', '감사', '인사', '전하', '기도', '출', '간', '지', '두', '되어가지만', '책', '대한', '독자', '사랑', '식지', '않고', '있으며', '다정한', '살아남는다는', '사회', '희망', '긍정', '메시지', '자리매', '김', '부', '기념', '스페셜', '에디', '션', '저자', '친필', '사인', '친필', '메시지', '담았다', '박연', '미', '디자이너', '엄', '유정', '작가', '새로운', '그림', '진화', '번성', '성공한', '다정한', '생명체', '초록', '식물', '메시지', '구현', '해냈다', '한국어', '판', '리지', '널', '다정한', '모습', '보여주었다면', '스페셜', '에디', '션', '범위', '넓혀', '진화', '번성', '성공한', '다정한', '생명체', '자연', '모습', '담았다', '엄', '유정', '작가', '그려', '낸', '초록', '둥근', '잎', '교차', '식물', '두', '줄기', '서로', '다정하게', '인사', '나누는', '듯', '인사', '위로', '받는다', '뻗어', '나가는', '식물', '다정하게', '나아가길', '바라며', '박연', '미', '디자이너', '말']"
정의란 무엇인가,마이클 샌델 김명철 김선욱,와이즈베리,년 월 일,31,사회 정치,"['정의', '열풍', '불러일으켰다', '세', '최연', '소', '하버드', '대학교', '교수', '되었고', '세', '자유', '주의', '이론', '대가', '존', '롤스', '정의론', '비판', '자유', '주의', '정의', '한계', '발표', '세계', '명성', '얻었다', '하버드', '대학교', '정치철학', '가르치고', '있으며', '수업', '학생', '사이', '최고', '명', '강의', '손', '꼽힌다', '존', '롤스', '정의', '분야', '세계', '학자', '인정받는', '명실', '공', '히', '시대', '최고', '석', '학', '이자', '철학', '계', '록스타', '대표', '저서', '정의', '란', '인가', '돈', '없는', '정치', '도덕', '말', '완벽', '대한', '반론', '정의', '한계', '마이클', '샌델', '중국', '만나다는', '중국', '철학', '연구자', '마이클', '샌델', '이론', '저작', '동양', '철학', '분석', '평론', '대한', '샌델', '모은', '동', '서양', '철학', '대화', '살펴봄으로써', '마이클', '샌델', '정의', '새롭게', '경험', '있을']","['정의', '열풍', '불러일으킨', '마이클', '샌델', '구제', '금융', '대리', '출산', '동성', '결혼', '과거', '공개', '사과', '현대', '사회', '흔히', '부딪히는', '문제', '정의', '로운', '가에', '대한', '해답', '탐구', '책', '탁월한', '정치', '철학자', '남긴', '시대', '초월', '철학', '질문', '알기', '쉽게', '소개', '이를', '옳고', '그름', '정의', '부당함', '평등', '불평등', '개인', '권리', '공', '동선', '둘러싼', '주장', '경쟁', '공적', '담론', '토론', '장', '정의', '관', '만의', '견해', '정립', '논리', '기반', '굳건', '다지는', '토대', '제공', '책', '현대', '사회', '문제', '진단', '새로운', '대안', '찾아내는', '정치', '철학자', '지적', '탐색', '과정', '보여준다']"
사피엔스,유발 하라리 조현욱 이태수,김영사,년 월 일,30,인문,"['이스라엘', '하이파', '태어나', '영국', '옥스퍼드', '대학교', '중세', '전쟁사', '박사학위', '예루살렘', '히', '브리', '대학교', '역사학', '교수', '재직', '중이', '역사', '생물학', '관계', '호모', '사피', '엔', '스', '동물', '본질', '차이', '역사', '진보', '방향성', '역사', '속', '행복', '문제', '광범위한', '질문', '주제', '연구', '인문학', '분야', '창의성', '독창', '성', '대한', '블론', '스키', '수상했고', '군대', '역사', '관', '논문', '몬카', '수상했다', '이스라엘', '아카데미', '사이언스', '선정', '되었고', '다보스', '열린', '세계', '경', '포럼', '인류', '미래', '관해', '기', '조', '연설', '호모', '데', '우스', '독일', '유력', '경제', '지인', '델스블', '라트', '꼽', '가장', '통찰', '력', '영향력', '경제', '도서', '선정', '되었다기', '선', '세기', '사피', '엔', '스', '위해', '인류', '과거', '미래', '탐색', '인류', '부작', '사피', '엔', '스', '호모', '데', '우스', '세기', '위', '제언', '세계', '개국', '출', '간', '되어', '부', '글로벌', '베스트셀러', '되면서', '세기', '사상계', '신데렐라', '떠오른', '유발', '하라', '리', '유발', '하라', '리', '르네상스', '전쟁', '회고록', '인류', '부작', '사상', '배경', '선행', '연구', '하라', '리', '옥스퍼드', '대학교', '박사학위', '논문', '역사', '미래', '바라보는', '새', '롭고', '대담한', '관점', '제시', '하라', '리', '사상', '원류', '일별', '차례']","['출', '간', '주년', '쇄', '부', '기념', '유발', '하라', '리', '특별', '서문', '수록', '인공', '지능', '시대', '알아야', '코딩', '마음', '역사', '미래', '대한', '가장', '논쟁', '대담한', '대', '서사', '문명', '배', '타고', '진화', '바다', '항해', '인류', '나아갈', '인가', '책', '사랑', '밖에', '없다', '재러드', '다이아몬드', '천재', '사상가', '뉴욕타임스', '유발', '하라', '리', '대표', '작', '사피', '엔', '스', '양장', '특별판', '새롭게', '선보인다', '불황', '이라는', '수식어', '전혀', '어색하지', '않은', '국내', '출판', '시장', '에서도', '사피', '엔', '스', '인문', '교양', '분야', '트렌드', '주도하며', '기준', '쇄', '발행', '부', '판매', '놀라운', '기록', '거두고', '인류', '역사', '미래', '종횡무진', '가로지르는', '사피', '엔', '스', '통찰', '불확실하고', '복잡한', '세계', '이해', '대비', '데', '필요하다', '특별판', '원서', '출', '간', '돌아보고', '위기', '상황', '맞은', '인류', '건네는', '제언', '특별', '서문', '수록', '되었다', '인류', '어려운', '상황', '맞고', '난국', '헤쳐', '나가기', '위해', '해야', '할까', '저자', '나은', '위', '키', '워드', '이해', '강조', '출', '간', '주년', '서문', '글로벌', '베스트셀러', '출', '간', '개인', '소', '보다는', '유례', '없는', '난관', '헤쳐', '나가기', '위해', '동료', '사피', '엔', '스', '전하', '호소', '담겨']"
미드나잇 라이브러리  평행우주 에디션,매트 헤이그 노진선,인플루엔셜,년 월 일,30,소설시희곡,"['영국', '요크셔', '출신', '동화', '작가', '겸', '소설가', '출', '간', '첫', '소설', '영국', '가족', '비롯', '하여', '편의', '성인', '대상', '작품', '편의', '동화', '청소년', '소설', '발표', '해왔다', '대', '초반', '정신', '위기', '맞은', '절벽', '끝', '서서', '스스로', '생', '마감', '하려던', '우울증', '불안장애', '깨닫고', '사랑', '사람과', '가족', '도움', '받아', '건강', '회복했다', '오랜', '독서', '글쓰기', '싸운', '끝', '전업', '작', '가로', '삶', '시작', '글', '이란', '어둠', '속', '발견', '일종', '구원', '셈이었다기', '발', '상상력', '유머', '위트', '더해진', '작품', '아동', '성인', '세대', '막론', '독자', '많은', '호평', '특히', '출', '간', '미드나이트', '라이브러리', '뉴욕타임스', '베스트셀러', '영국', '아마존', '종합', '베스트셀러', '독일', '슈피겔', '주', '연속', '베스트셀러', '되며', '세계', '약', '부가', '판매', '되었다', '저자', '개인', '이야기', '담은', '에세이', '발표', '우울증', '극복', '과정', '담은', '지나는', '법', '영국', '위', '권', '머무는', '장기', '베스트셀러', '오르며', '마음', '건강', '대한', '시대', '가장', '영향력', '작가', '평', '미드나이트', '라이브러리', '주인공', '후회', '책', '펼쳤지만', '현실', '세계', '위로', '책', '가장', '두운', '밤', '에도', '빛', '찾을', '있다는', '희망', '메시지', '발견', '있을', '요크셔', '주', '셰필드', '태어나', '헐', '대학교', '영문학', '역사', '공부', '했고', '리즈', '대학교', '석사', '과정', '마쳤다', '뉴욕', '타임스', '재능', '탁월한', '작가', '라고', '극찬', '했고', '선데이', '익스', '프레', '스', '상상력', '풍부한', '젊은', '작가', '라고', '평', '기발한', '상상력', '유머', '위트', '더해진', '작품', '독자', '큰', '공감', '위로', '주며', '많은', '사랑', '받고', '첫', '판타지', '동화', '그림자', '숲', '비밀', '출', '간되', '해리', '포터', '마법사', '돌이', '받았던', '영국', '어린이', '직접', '선정', '상인', '레슬리', '스마', '티', '즈', '어워드', '수상', '카네기', '메달', '최종', '후보', '세', '번', '오르면서', '동화', '작', '가로서도', '인정', '부모님', '갑작스러운', '죽음', '시작', '그림자', '숲', '비밀', '영국', '전통', '판타지', '동화', '맥', '이으며', '매트', '헤이그', '어린이', '책', '작가', '로서', '가능성', '활짝', '열어', '주었다', '저자', '두', '번째', '소설', '에코', '보이므로', '소설', '인공', '지능', '가진', '에코', '위해', '온갖', '미래', '배경', '외계인', '유머', '위트', '삶', '들여다본', '소설', '휴먼', '외계인', '기록', '에드거상', '최종', '후보', '올랐고', '영화', '판권', '팔려', '작가', '직접', '각본', '쓰고', '우울증', '극복', '과정', '담은', '에세이', '살아야', '이유', '영국', '베스트셀러', '되며', '마음', '건강', '대하', '시대', '가장', '영향력', '작가', '자리매', '김', '주요', '작품', '휴먼', '영국', '가족', '리들리', '가족', '있으며', '어린이', '청소년', '위', '책', '썼다', '작품', '세계', '개', '언어', '번역', '되었다', '아내', '안드레아', '살아야', '천', '이유', '주는', '두', '루카스', '펄', '요크셔']","['밤', '시', '죽기', '에만', '열리는', '마법', '도서관', '두', '번째', '기회', '드립니다', '국내', '주요', '서점', '종합', '베스트셀러', '위', '책', '선정', '뉴욕타임스', '베스트셀러', '위', '영국', '아마존', '종합', '베스트셀러', '위', '매트', '헤이그', '소설', '미드나이트', '라이브러리', '출', '간', '만에', '독자', '마음', '사로잡으며', '눈물', '웃음', '뭉클한', '감동', '선사', '죽기로', '결심', '주인공', '노라', '시드', '삶', '죽음', '사이', '존재', '미스터리', '도서관', '미드나이트', '라이브러리', '눈', '뜨며', '두', '번째', '기회', '얻는', '소설', '노라의', '가장', '완벽한', '삶', '찾는', '모험', '따라가며', '있', '음', '살아가는', '대한', '깊은', '통찰', '보여준다', '책', '덮는', '기대', '된다', '반려', '책', '만났다', '다시', '봐야겠다는', '힘', '얻었다', '책', '읽은', '독자', '뜨거운', '반응', '힘', '입어', '주요', '서점', '책', '선정', '되었고', '열기', '되고', '삶', '대한', '공감', '삶', '대한', '긍정', '살아야', '이유', '깊은', '통찰', '력', '매트', '헤이그', '작가', '보내는', '공감', '위로', '메시지', '세대', '성별', '아우르며', '세계', '독자', '마음', '사로잡았다', '뉴욕타임스', '베스트셀러', '위', '영국', '아마존', '종합', '베스트셀러', '위', '기록', '했고', '미국', '아마존', '뉴욕타임스', '주', '독일', '슈피겔', '에서도', '주', '연속', '장기', '베스트셀러', '올랐다', '덴마크', '이탈리아', '스페인', '루마니아', '타이완', '이란', '세계', '각지', '출', '간되', '며', '글로벌', '인기', '누리']"
밝은 밤,최은영,문학동네,년 월 일,29,소설시희곡,"['삼색', '고양이', '날', '태어나', '삼색', '고양이', '고등어', '고양이', '사는', '소설가', '타고난', '집', '수이', '장기간', '세계', '꿈꾼다', '여행', '글쓰기', '고양이', '바다', '잠', '좋아한다', '콤플렉스', '약점', '이라고', '여겼던', '힘', '살아가고', '경기', '광명', '태어났으며', '고려대학교', '국어', '국문학', '졸업', '본격', '작품', '활동', '시작', '지은', '책', '소설', '집', '쇼코', '미소', '무', '해한', '장편소설', '밝은', '밤', '문학동네', '젊은', '작가', '허균', '문학', '작가', '김준성', '문학상', '이해', '소설', '문학상', '구상', '문학상', '젊은', '작가', '일보', '문학상', '대산문학상', '수상했다']","['백', '감싸', '안으며', '이어지는', '사랑', '숨', '기록', '쇼코', '미소', '무', '해한', '최은영', '첫', '장편소설', '공감', '불러일으키는', '이야기', '서정', '이며', '사려', '깊은', '문장', '안', '자리', '뜨거운', '문', '의식', '등단', '줄곧', '폭넓은', '독자', '지지', '문학', '조명', '두루', '받고', '작가', '최은영', '첫', '장편소설', '문화', '계', '뽑은', '차세대', '주목', '작가', '동아일보', '소설가', '뽑은', '소설', '교보', '문고', '주관', '독자', '뽑은', '국문학', '미래', '될', '젊은', '작가', '예스', '차세대', '소설', '이끌', '작가', '논', '면', '분야', '막론', '많은', '머릿속', '가장', '선명히', '떠오르며', '활발한', '작품', '활동', '이어가던', '최은영', '작가', '예정', '돼', '있던', '소설', '작업', '중단', '채', '차례', '숨', '고르며', '멈춰', '선다', '의욕', '소설', '작업', '매진', '하던', '작가', '가져야', '했던', '공백', '다시', '쓰는', '세계', '초대', '받아', '작가', '말', '서기', '보낸', '이자', '소설', '속', '인물', '찾아오기를', '기다리는', '이기도', '밝은', '밤', '그런', '작가', '봄', '겨울', '꼬박', '계간', '문학동네', '연재', '작품', '공', '다듬은', '끝', '선보이는', '첫', '장편소설', '쇼코', '미소', '한지', '영주', '모래', '지은', '집', '긴', '호흡', '이야기', '이끌어가는', '중편소설', '특히', '강점', '보여', '온', '작가', '특장', '한껏', '발휘', '작품', '첫', '소설', '집', '쇼코', '미소', '출', '간', '인터뷰', '장편', '계획', '묻는', '질문', '작가', '할머니', '땅', '살았던', '여성', '이야기', '써', '보고', '싶다는', '바람', '요', '라고', '말', '했던', '바', '밝은', '밤', '작가', '오랫동안', '마음속', '품어', '왔던', '증조모', '할머니', '나로', '이어지는', '대의', '삶', '비추며', '자연', '스럽게', '백', '관통', '증조모', '에게서', '시작', '되어', '에게로', '이어지는', '이야기', '에게서', '출발', '증조모', '향', '하며', '쓰이는', '이야기', '서로', '넘나', '들며', '서서히', '간격', '메워', '입', '이야기', '전해진다는', '건', '서로', '살리고', '살아내는', '숨', '연쇄', '과정', '이기도', '하다는', '이야기', '가진', '본연', '힘', '이기도', '하다는', '느끼게', '될', '은은하며', '강인한', '존재', '감', '서서히', '주위', '밝게', '감싸는', '최은영', '소설', '도착']"
밑바닥부터 시작하는 딥러닝 ,사이토 고키 개앞맵시,한빛미디어,년 월 일,29, 모바일,"['나가사키', '현', '쓰시마', '태생', '도쿄', '공업', '대학교', '공', '학부', '졸업', '도쿄', '대학', '대학원', '학', '정보', '학부', '석사', '과정', '수료', '기업', '컴퓨터', '비', '전과', '기계학습', '연구개발', '매진', '오라', '일리', '재팬', '밑바닥', '시작', '딥', '러닝', '집필', '했으며', '실천', '파이썬', '컴퓨터', '시스템', '이론', '구현', '실천', '기계학습', '시스템', '번역']","['직접', '구현', '움직여', '보며', '익히는', '가장', '쉬운', '딥', '러닝', '입문', '서', '책', '라이브러리', '프레임워크', '의존', '않고', '딥', '러닝', '핵심', '밑바닥', '직접', '만들어', '보며', '즐겁게', '배울', '본격', '딥', '러닝', '입', '문서', '술술', '읽힐', '쉽게', '설명', '하였고', '역전', '파', '어려운', '내용', '계산', '그래프', '기법', '풀이', '작동', '코드', '직접', '돌려', '보고', '요리조리', '수정', '보면', '어려운', '이론', '명확하게', '이해', '딥', '러닝', '새롭게', '입문', '하려는', '분과', '기초', '다시금', '정리', '싶은', '현', '업', '연구자', '최고', '책', '될']"
작별인사,김영하,복복서가,년 월 일,29,소설시희곡,"['강원도', '화천', '태어나', '군인', '여러', '지역', '옮겨', '다니며', '성장했다', '잠실', '신', '천', '중학교', '잠실', '고등학교', '졸업', '연세대학교', '경영학', '학사', '석사', '취득', '번', '작가', '될', '이라고', '않았지만', '대학원', '재학', '이던', '연대', '초', '통신', '하이텔', '올린', '짤막한', '콩트', '뜨거운', '반응', '얻는', '보고', '작가', '재능', '깨', '달았다', '아내', '살며', '여행', '요리', '그림', '그리기', '정원', '좋아한', '다년', '계간', '리뷰', '거울', '대한', '명상', '발표', '하며', '작품', '활동', '시작', '장편소설', '살인자', '기억', '법', '목소리', '들려', '퀴즈쇼', '빛', '제국', '검은', '꽃', '아랑', '나를', '파괴', '권리', '소설', '집', '두', '일이', '일어났는지는', '오빠', '돌아왔다', '엘리베이터', '낀', '되었나', '호출', '여행', '관', '산문', '여행', '이유', '오래', '준비', '해온', '대답', '냈고', '산문', '집', '삼부작', '말', '읽다', '삼부작', '랄랄라', '하우스', '스콧', '피츠제럴드', '위대한', '개츠비', '번역', '문학동네', '작가', '동인문학상', '황순원문학상', '만해문학상', '현대문학', '이상문학상', '김유정', '문학상', '수상했다', '작품', '미국', '프랑스', '독일', '일본', '이탈리아', '네덜란드', '터키', '해외', '각국', '활발하게', '번역', '출', '간되']","['도와줄', '없는', '상황', '헤쳐', '나가야', '지켜야', '약속', '붙잡고', '싶은', '온기', '김영하', '살인자', '기억', '법', '만에', '내놓는', '장편소설', '작별', '인사', '그리', '멀지', '않은', '미래', '배경', '별안간', '삶', '송두리째', '뒤', '흔들린', '소년', '여정', '좇는다', '유명한', '기업', '연구원', '쾌적하고', '평화롭게', '살아가던', '철', '날', '갑자기', '수용', '소로', '끌려가', '난생처음', '날것의', '감정', '가득한', '혼돈', '세계', '맞닥뜨리', '게', '되면서', '정신', '신체', '위기', '직면', '동시', '사회', '배제', '만나', '생생한', '소', '속', '감', '느끼고', '따뜻한', '우정', '싹', '틔운다', '철', '용소', '탈출', '하여', '집', '돌아가기', '위해', '길', '떠나지만', '여정', '피', '없는', '질문', '기다리고']"
