도서명,저자,출판사,발행연도,대출횟수,카테고리,저자소개,책소개
공정하다는 착각,마이클 샌델 함규진,와이즈베리,년 월 일,29,사회 정치,"['정의', '열풍', '불러일으켰다', '세', '최연', '소', '하버드', '대학교', '교수', '되었고', '세', '자유', '주의', '이론', '대가', '존', '롤스', '정의론', '비판', '자유', '주의', '정의', '한계', '발표', '세계', '명성', '얻었다', '하버드', '대학교', '정치철학', '가르치고', '있으며', '수업', '학생', '사이', '최고', '명', '강의', '손', '꼽힌다', '존', '롤스', '정의', '분야', '세계', '학자', '인정받는', '명실', '공', '히', '시대', '최고', '석', '학', '이자', '철학', '계', '록스타', '대표', '저서', '정의', '란', '인가', '돈', '없는', '정치', '도덕', '말', '완벽', '대한', '반론', '정의', '한계', '마이클', '샌델', '중국', '만나다는', '중국', '철학', '연구자', '마이클', '샌델', '이론', '저작', '동양', '철학', '분석', '평론', '대한', '샌델', '모은', '동', '서양', '철학', '대화', '살펴봄으로써', '마이클', '샌델', '정의', '새롭게', '경험', '있을']","['마이클', '샌데', '만의', '신간', '공정하다는', '착각', '출', '간', '샌델', '기울어진', '사회', '구조', '이면', '도사', '린', '능력', '주의', '덫', '해체', '또다시', '공정', '화두', '언론', '미디어', '부유', '층', '빈곤층', '청년', '장년', '정치인', '입', '끊임없이', '쏟아져', '나온다', '기업', '정규직', '비정규직', '논란', '비롯', '공정', '채용', '문제', '혼란', '빠져', '정치권', '에선', '공정', '경', '제법', '재난', '지', '원금', '대한', '각기', '해석', '떠들썩하다', '대통령', '공정', '불공정', '부르는', '상황', '언급', '하며', '어려움', '토로', '하기도', '이렇듯', '공정', '이라는', '화두', '두고', '각계', '각층', '충돌', '상황', '마이클', '샌델', '하버드대', '교수', '돈', '없는', '만에', '쓴', '신간', '공정하다는', '착각', '출', '간', '되었다', '책', '란', '원', '제로', '미국', '현지', '출', '간', '되어', '뜨거운', '반응', '얻고', '직역', '능력', '주의', '폭정', '공', '동선', '만드나', '샌델', '책', '노력', '성공할', '있다고', '너무나도', '당연히', '해왔던', '개인', '능력', '사하고', '보상', '주는', '능력', '주의', '근본', '크게', '잘', '못', '되어', '있다고', '주장', '능력', '주의', '제대로', '공정하게', '작동', '있는지', '공정함', '정의', '란', '공식', '정말', '맞는', '진지하게', '되', '짚어', '본다']"
불편한 편의점,김호연,나무옆의자,년 월 일,24,소설시희곡,"['영화', '만화', '소설', '넘나', '들며', '온갖', '이야기', '써', '나가는', '천후', '스토리', '텔러', '생', '고려대학교', '인문', '대학', '국어', '국문학', '졸업', '첫', '직장인', '영화사', '공동', '작업', '시나리오', '이중간첩', '영화', '화', '되며', '시나리오', '작가', '되었다', '두', '번째', '직장인', '출판사', '만화', '기획', '자로', '하며', '쓴', '실험', '지대', '부천', '만화', '스토리', '공모전', '대상', '수상하며', '만화', '스토리', '작가', '되었다', '같은', '출판사', '소설', '편집자', '남', '소설', '만지다가', '급기야', '전업', '작가', '나섰다', '젊은', '날', '닥치는', '글쓰기', '실천', '하던', '장편소설', '망원동', '브라더스', '세계문학', '우수상', '수상하며', '소설가', '되었다', '장편소설', '망원동', '브라더스', '연적', '고스트', '라이터', '스', '파우', '스터', '산문', '집', '쓰고', '다시', '쓰고', '끝', '씁니다를', '펴냈고', '영화', '이중간첩', '태양', '쏴라', '시나리오', '남한', '산성', '기획', '참여', '망원동', '브라더스', '동네', '이야기', '시즌', '불편한', '편의점', '출', '간']","['최고', '재미', '감동', '선사', '힐링', '소설', '원조', '주요', '서점', '종합', '베스트셀러', '위', '국립', '중앙', '도서관', '책', '전국', '개', '도시', '책', '해외', '개국', '판권', '수출', '연극', '불편한', '편의점', '절찬', '상연', '불편한데', '자꾸', '가고', '싶은', '편의점', '힘들게', '낸', '위로', '편의점', '밤', '정체', '불명', '알바로', '시작', '웃음', '감동', '나비효과', '망원동', '브라더스', '김호연', '동네', '이야기', '시즌', '세계문학', '우수상', '수상작', '망원동', '브라더스', '데뷔', '후', '일상', '현실', '위트', '있게', '그린', '경쾌한', '작품', '내밀한', '욕망', '기발한', '상상력', '풀어', '낸', '스릴러', '장르', '오가며', '독자', '작품', '세계', '쌓아', '올린', '작가', '김호연', '번째', '장편소설', '불편한', '편의점', '출', '간', '되었다', '불편한', '편의점', '청파동', '골목', '모퉁이', '자리', '잡은', '작은', '편의점', '무대', '힘겨운', '시대', '살아가는', '이웃', '삶', '속', '희로애락', '따뜻하고', '유머러스하게', '담아', '낸', '작품', '망원동', '브라더스', '망원동', '이라는', '공간', '체험', '지리지를', '잘', '활용', '유쾌한', '재미', '공감', '이끌이어', '냈듯', '오래된', '동네', '청파동', '대한', '공감각', '생생하게', '포착', '흥미진진', '동네', '이야기', '탄생', '시켰다', '서울역', '노숙인', '생활', '하던', '독고', '날', '대', '여성', '지갑', '주워', '준', '인연', '그녀', '운영', '편의점', '야간', '아르바이트', '이야기', '시작', '된다', '덩', '치가', '곰', '같은', '사내', '알코올', '성', '치매', '과거', '기억', '못', '데', '말', '어눌하고', '행동', '굼떠', '손님', '제대로', '있을까', '구심', '갖게', '웬걸', '의외로', '꽤', '잘', '해낼', '뿐', '아니라', '주변', '묘', '사로잡으면서', '편의점', '밤', '지키는', '든든한', '일꾼', '되어', '간다', '현', '실감', '넘치는', '캐릭터', '간의', '상호작용', '점', '입가', '경', '형상', '화하는', '데', '일가견', '작가', '작품', '답', '게', '소설', '에서도', '독특한', '개성', '사연', '지닌', '인물', '차례', '등장', '서로', '티격태격하', '며', '별난', '관계', '형성', '간다', '고등학교', '역사', '가르치다', '정년', '퇴', '임하여', '매사', '교사', '본능', '발동', '편의점', '사장', '염', '여사', '필', '두', '대', '취준생', '알바', '시', '현', '대', '생계', '형', '알바', '여사', '밤', '야외', '테이블', '참깨', '라면', '참치', '김밥', '참이슬', '세트', '혼술', '하며', '스트레스', '푸는', '회사원', '경만', '이라는', '각오', '청파동', '글', '쓰러', '들어온', '대', '희곡작가', '인경', '호시탐탐', '편의점', '팔아치울', '기회', '엿보는', '염', '여사', '아들', '민', '식', '민', '식', '의뢰', '받아', '독고', '뒤', '캐는', '사설탐정', '곽', '녹록', '지', '않은', '무게', '현실', '문제', '안고', '시선', '독고', '관찰', '과정', '발생', '오해', '대립', '충돌', '반전', '이해', '공감', '자주', '폭소', '자아내고', '울컥', '눈시울', '붉어지게', '그렇게', '골목길', '작은', '편의점', '불편하기', '짝', '없는', '곳', '이었다가', '고단', '삶', '위로', '웃음', '나누는', '특별한', '공간', '된다']"
물고기는 존재하지 않는다,룰루 밀러 정지인,곰출판,년 월 일,23,자연과학,"['방송', '계', '퓰리처상', '불리는', '피어', '버디', '수상한', '과학', '문', '기자', '넘게', '미국', '공', '라디오', '방송국', '행동', '형성', '보이지', '않는', '힘들에', '관', '이야기', '나누는의', '인비', '빌리아의', '공동', '기획', '뉴욕', '공', '라디오', '방송국', '라디오', '랩', '두', '자주', '참여', '있으며', '뉴요커', '오리온', '렉', '트릭', '리터', '리처', '캐터펄트', '글', '기고', '해왔다', '지구', '가장', '좋아하는', '지점', '험', '프', '백락', '블루', '리지', '산맥', '험프', '백산', '정상', '부근', '녹암', '노두', '룰루', '밀러', '논픽션', '데뷔', '작', '물고기', '존재', '않는다는', '전기', '이자', '회고록', '이자', '과학', '험담', '혼돈', '항상', '승리', '세계', '꿋꿋', '버텨내는', '삶', '관', '우화', '읽히는', '경이', '로운', '책']","['방송', '계', '퓰리처상', '피버디상', '수상자', '룰루', '밀러', '사랑', '혼돈', '과학', '집착', '관', '경이', '롭고', '충격', '데뷔', '작', '방송', '계', '퓰리처상', '불리는', '피어', '버디', '수상한', '과학', '전문', '기자', '룰루', '밀러', '경이', '로운', '논픽션', '물고기', '존재', '않는다는', '여러', '언론', '매체', '최고', '책', '선정', '수많은', '찬사', '받은', '화제', '베스트셀러', '집착', '가까울', '자연계', '질서', '부여', '하려', '했던', '세기', '과학자', '삶', '흥미롭게', '좇아가', '책', '독자', '혼돈', '복판', '데려가서', '믿고', '있던', '삶', '질서', '관해', '의문', '기한', '물고기', '존재', '않는다는', '엄연한', '그렇다면', '잘못', '알', '있을까', '말', '에게는', '질문', '살아가는', '데', '아무런', '영향', '미치지', '않을', '바라보는', '진실한', '관계', '한층', '가까이', '다가가기', '위해', '노력', '에게는', '분명히', '책', '놀라운', '영감', '한쪽', '치우치지', '않는', '폭넓은', '시야', '제공', '줄', '물고기', '존재', '않는다면', '세계', '관해', '아직', '모르고', '뭐', '있을까', '범주', '무너질', '일까', '구름', '생명', '존재', '있을까', '알겠는가', '해왕성', '다이아몬드', '비', '내린다는데', '정말', '과학자', '알아냈다', '오래', '검토', '할수록', '이상한', '곳', '밝혀질', '쪽']"
작별인사,김영하,복복서가,년 월 일,23,소설시희곡,"['강원도', '화천', '태어나', '군인', '여러', '지역', '옮겨', '다니며', '성장했다', '잠실', '신', '천', '중학교', '잠실', '고등학교', '졸업', '연세대학교', '경영학', '학사', '석사', '취득', '번', '작가', '될', '이라고', '않았지만', '대학원', '재학', '이던', '연대', '초', '통신', '하이텔', '올린', '짤막한', '콩트', '뜨거운', '반응', '얻는', '보고', '작가', '재능', '깨', '달았다', '아내', '살며', '여행', '요리', '그림', '그리기', '정원', '좋아한', '다년', '계간', '리뷰', '거울', '대한', '명상', '발표', '하며', '작품', '활동', '시작', '장편소설', '살인자', '기억', '법', '목소리', '들려', '퀴즈쇼', '빛', '제국', '검은', '꽃', '아랑', '나를', '파괴', '권리', '소설', '집', '두', '일이', '일어났는지는', '오빠', '돌아왔다', '엘리베이터', '낀', '되었나', '호출', '여행', '관', '산문', '여행', '이유', '오래', '준비', '해온', '대답', '냈고', '산문', '집', '삼부작', '말', '읽다', '삼부작', '랄랄라', '하우스', '스콧', '피츠제럴드', '위대한', '개츠비', '번역', '문학동네', '작가', '동인문학상', '황순원문학상', '만해문학상', '현대문학', '이상문학상', '김유정', '문학상', '수상했다', '작품', '미국', '프랑스', '독일', '일본', '이탈리아', '네덜란드', '터키', '해외', '각국', '활발하게', '번역', '출', '간되']","['도와줄', '없는', '상황', '헤쳐', '나가야', '지켜야', '약속', '붙잡고', '싶은', '온기', '김영하', '살인자', '기억', '법', '만에', '내놓는', '장편소설', '작별', '인사', '그리', '멀지', '않은', '미래', '배경', '별안간', '삶', '송두리째', '뒤', '흔들린', '소년', '여정', '좇는다', '유명한', '기업', '연구원', '쾌적하고', '평화롭게', '살아가던', '철', '날', '갑자기', '수용', '소로', '끌려가', '난생처음', '날것의', '감정', '가득한', '혼돈', '세계', '맞닥뜨리', '게', '되면서', '정신', '신체', '위기', '직면', '동시', '사회', '배제', '만나', '생생한', '소', '속', '감', '느끼고', '따뜻한', '우정', '싹', '틔운다', '철', '용소', '탈출', '하여', '집', '돌아가기', '위해', '길', '떠나지만', '여정', '피', '없는', '질문', '기다리고']"
창조적 사고와 표현,황혜진 홍재범 남원진 이명희 정우형,쿠북,년 월 일,17,인문,[],[]
대학물리학,      대학물리학교재편찬위원회,북스힐,년 월 일,16,대학교재,[],"['북스힐', '대학', '물리학', '판', '개정판']"
으로 배우는 문제해결과 인공지능,김현정 오경선,인피니티북스,년 월 일,16, 모바일,"['건국', '대학교', '대학원', '컴퓨터공학', '인공', '지능', '전공', '공학', '박사', '건국', '대학교', '초빙교수', '건국', '대학교', '교양', '대학', '조교수', '관심', '분야', '프로그래밍', '컴퓨팅', '사고', '인공', '지능', '정보', '보안', '교육']","['컴퓨팅', '사고', '영역', '컴퓨터과학', '원리', '개념', '활용', '하여', '논리', '풀어', '낼', '방법', '배양', '된다', '수년', '간', '대학', '강의', '온', '시대', '요구', '반영', '위해', '교육', '모델', '교육', '내용', '연구', '하였다', '결과', '미래', '사회', '인재', '양성', '위', '기존', '획일', '기초', '교육', '탈피', '하여', '컴퓨팅', '사고', '기반', '융', '복합', '사고', '능력', '배양', '있도록', '하였다', '컴퓨터과학', '기반', '논리', '알고리즘', '사고', '배워', '일상생활', '문제', '다양하고', '효율', '방법', '해결', '있도록', '돕는', '달인', '지능', '세기', '살아감에', '중요성', '부정', '힘들다', '주제', '가르', '치기', '만치', '실습', '하기도', '어려울', '뿐더러', '인공', '지능', '배우고자', '학생', '인공', '지능', '대한', '개념', '인식', '다르기', '그나마', '실습', '간단하게', '볼', '있도록', '파이썬', '이라는', '프로그램', '이를', '하여', '인공', '지능', '분야', '되고', '이를', '위해', '책', '인공', '지능', '간단한', '개념', '파이썬', '하여', '주어진', '문제', '새롭게', '해석', '해결', '하여', '융', '복합', '사고', '기를', '있도록', '하였다', '특히', '비', '전공', '학생', '교육', '대한', '역효과', '줄', '거두기', '위해', '적절한', '교육', '목표', '알고리즘', '순서도', '프로그래밍', '언어', '예제', '난이도', '정', '하였다', '책', '통', '하여', '알고리즘', '사고', '바탕', '파이썬', '코딩', '경험', '학생', '문제', '해결', '접근', '방식', '체득', '될']"
저주토끼 ,정보라,래빗홀,년 월 일,15,소설시희곡,"['연세대학교', '인문학', '부를', '졸업', '일대', '러시아', '동유럽', '지', '역학', '석사', '인디애나', '대학교', '슬라브', '문학', '박사', '취득', '대학', '러시아', '와에', '대해', '강의', '대학', '러시아어', '전공', '하여', '에선', '모르는', '작가', '괴상하기', '짝', '없는', '소설', '사랑', '빠졌다', '예일대', '러시아', '동유럽', '지', '역학', '석사', '거쳐', '인디애나대', '러시아', '문학', '폴란드', '문학', '박사학위', '환상문학', '쓰기', '번역', '하기도', '중편', '호로', '디지털', '작가', '모바일', '부문', '우수상', '단편', '씨앗', '어워드', '단편', '부문', '본상', '수상했다', '부', '커', '최종', '후보', '선정', '되었다', '지은', '책', '붉은', '칼', '문', '열렸다', '죽은', '자의', '꿈', '장편소설', '저주', '토끼', '그녀', '만나다', '씨앗', '왕', '창녀', '중단', '편', '소설', '집', '탐욕', '광', '인과', '수녀', '쇠물닭', '폭주', '기관차', '안드로메다', '성운', '그림', '자로', '부터의', '탈출', '거장', '마르가리타', '구덩이', '유로피아나', '성당', '이야기', '많은', '책', '옮겼다']","['부', '커', '인터내셔널', '최종', '후보', '선정', '작', '정보라', '소설', '집', '저주', '토끼', '전면', '개정판', '출', '간', '표', '제작', '저주', '토끼', '최초', '창작', '복원', '문장', '표현', '작품', '걸쳐', '수정', '보완', '작업', '소설', '최고', '화', '제작', '였던', '소설가', '정보라', '호러', '판타지', '소설', '집', '저주', '토끼', '래빗', '홀', '전면', '개정판', '선보인다', '만두', '파동', '사건', '영감', '받아', '쓰인', '표', '제작', '저주', '토끼는', '날카로운', '분노', '생생하게', '살리고', '에도', '기댈', '곳', '없는', '맥락', '선명히', '드러나기를', '바라는', '작가', '뜻', '충실히', '반영', '하여', '결말', '최초', '창작', '복원', '하였다', '수록', '작', '걸쳐', '외국어', '표기', '인물', '간', '대사', '말투', '혼재', '되었던', '명칭', '부', '정확한', '표현', '수정', '보완', '정보라', '소설', '예쁘지', '수록', '작', '편', '거친', '미친', '기기괴괴', '면면', '욕망', '배반', '하며', '어리석은', '선택', '살의', '보이는', '악다구니', '마다의', '사연', '따라가다', '보면', '묘', '쾌감', '위로', '닿게', '된다', '저주', '토끼는', '냉혹한', '현실', '기괴한', '환상', '자유', '자재', '겹', '쳐', '독자', '익숙한', '일상', '속', '낯선', '공간', '초대']"
옛이야기와 자기발견의 스토리텔링,김정은,그래비티북스,년 월 일,15,인문,"['건국', '대학교', '설화', '서사', '문법', '활용', '발견', '치유', '이야기', '창작', '방법', '연구', '박사학위', '받고', '건국', '대학교', '서사', '문학', '치료', '연구소', '학술', '연', '교수', '재직', '중이', '건국대', '외국어대', '옛이야기', '원형', '인간관계', '문제', '통찰', '보고', '이를', '해결', '발견', '이야기', '생성문법', '모색', '연구', '강의', '있으며', '대학', '강의', '뿐', '아니라', '치유', '스토리텔링', '연구', '옛이야기', '해설', '어린이', '신화', '강의', '어린이', '삼국유사', '도서관', '찾아가는', '옛이야기', '대중', '강의', '해오고', '경기도', '경상도', '결혼', '주민', '만나', '모국', '옛이야기', '조사', '정리', '했으며', '이를', '바탕', '주민', '설화', '통한', '상호', '문화', '감수성', '신장', '문화', '교육', '설계', '연구', '진행']","['차고', '넘치는', '정보', '홍수', '속', '번', '쯤', '짚고', '넘어가면', '좋을', '가치', '인문과학', '교양', '콘텐츠', '제공', '그래비티', '북스', '시리즈', '시리즈', '서든', '쉽고', '편하게', '인문과학', '교양', '쌓고', '싶은', '독자', '최적화', '되어', '딱딱하지', '않고', '쉽고', '말랑말랑하게', '그래비티', '북스', '만의', '색깔', '채', '로운', '인문과학', '교양', '서적', '선보이는', '시리즈', '세', '번', '째', '옛이야기', '발견', '스토리텔링', '선보인다', '대학', '옛이야기', '서사', '문법', '활용', '스토리텔링', '창작', '강의', '하며', '치유', '스토리텔링', '연구', '옛이야기', '해설', '로서', '대중', '강의', '에도', '활발한', '활동', '어가', '저자', '대학', '교재', '대중', '교양', '서로', '삶', '의미', '천', '착하며', '발견', '있도록', '깊이', '이론', '함', '께', '엮어낸', '책']"
어른의 어휘력,유선경,앤의서재,년 월 일,14,인문,"['태어나', '가장', '상상', '공상', '망상', '멈춘', '없는', '책', '읽기와', '글쓰기', '구경', '작가', '떠나지', '않고', '작가', '떠나지', '않은', '유일한', '꿈', '위로', '감옥', '넘게', '글', '쓰고', '있으며', '라디오', '방송', '글', '썼다', '권', '책', '읽는', '다독', '가이기도', '그렇게', '글', '쓰고', '책', '읽고', '만나면서', '어휘', '력', '부족', '단순히', '국어', '능력', '문제', '아니며', '일상', '커다란', '불편', '가져오는지', '깨닫는다', '에겐', '어른', '어휘', '력', '필요하다', '작가', '어휘', '력', '쓸모', '새로운', '책', '담았다', '월간', '미술', '유선', '경의', '곁', '보는', '시선', '이라는', '글', '연재', '했으며', '책', '으로는', '문득', '묻다', '꽃', '없어서', '소심해서', '그렇습니다', '오래된', '말', '위로']","['부', '기념', '양장', '리', '커버', '에디', '션', '유선', '경', '작가', '특별', '서문', '수록', '인쇄', '사이', '본', '어휘', '력', '새롭게', '인식', '통찰', '제공', '책', '주', '연속', '인문', '베스트셀러', '누적', '발행', '쇄', '돌파', '어휘', '력', '문해', '력', '최', '판매', '도서', '방송', '북유럽', '캐리어', '이금희', '아나운서', '추천', '도서', '책', '선정', '헐', '모든', '감정', '표현', '책', '추천', '유선', '경', '작가', '어른', '필요한', '어휘', '력', '단순히', '낱말', '양적', '아는', '말발', '센', '아니라고', '말', '낱말', '대해', '잘', '알', '적재적소', '활용', '중요하며', '어휘', '력', '키우는', '올바르게', '이해', '힘', '이자', '감정', '품위', '있게', '제어', '능력', '공감', '소통', '능력', '높이는', '이자', '인문학', '소양', '기르는', '일이', '라고', '이야기', '어른', '어휘', '력', '낱말', '뒤', '살피', '음미', '언어', '즐거움', '감정', '적절한', '어휘', '표현', '기쁨', '대상', '사물', '대한', '새로운', '깨우는', '흥분', '마음', '두드리는', '설렘으로', '가득하다', '작가', '익숙한', '어휘', '생소한', '어휘', '골고루', '선택', '촘촘히', '써', '내려가', '책', '읽는', '만으로도', '미처', '발견', '못', '했던', '수많은', '어휘', '발견', '희', '열', '느낄', '특별히', '개', '이르는', '주석', '만나는', '낱말', '사전', '정의', '문장', '낱말', '배치', '했을', '의미', '어감', '달라지는지', '직접', '체감', '문맥', '이해', '힘', '기르게', '될', '작가', '노하우', '담긴', '어휘', '력', '키우는', '방법', '만나', '보자', '바를', '말로', '설득', '력', '있게', '잘', '표현', '싶은', '독서', '글쓰기', '관심', '많은', '프레', '젠', '테이', '션', '회의', '부담스러운', '직장인', '사회생활', '앞두고', '취업', '준비', '생', '리포트', '과제', '소개', '서', '글쓰기', '걱정', '대학생', '어른', '어휘', '력', '추천']"
